rva	klass	shape	arg_type	subsystem	size	reason
00457c10	STATE	-	-	gameplay	512	STATE: reads live global / derefs arg → needs booted game
00458020	MANUAL	-	-	gameplay	90	MANUAL: unrecognized leaf shape
00458080	STATE	-	-	gameplay	615	STATE: reads live global / derefs arg → needs booted game
00458360	MANUAL	-	-	gameplay	51	MANUAL: unrecognized leaf shape
004584e0	STATE	-	-	gameplay	138	STATE: reads live global / derefs arg → needs booted game
00458570	STATE	-	-	gameplay	185	STATE: reads live global / derefs arg → needs booted game
00458630	MANUAL	-	-	frontend	23	no-clean-ret (multi-exit/tail)
004587a0	MANUAL	-	-	vehicle	214	no-clean-ret (multi-exit/tail)
00458880	STATE	-	-	gameplay	55	STATE: reads live global / derefs arg → needs booted game
004588c0	MANUAL	-	-	gameplay	82	MANUAL: unrecognized leaf shape
00458a40	STATE	-	-	gameplay	207	STATE: reads live global / derefs arg → needs booted game
00458b10	STATE	-	-	gameplay	219	STATE: reads live global / derefs arg → needs booted game
00458bf0	STATE	-	-	util	128	STATE: reads live global / derefs arg → needs booted game
00458c70	STATE	-	-	gameplay	136	STATE: reads live global / derefs arg → needs booted game
00458d00	MANUAL	-	-	gameplay	193	MANUAL: unrecognized leaf shape
00458dd0	MANUAL	-	-	gameplay	38	MANUAL: unrecognized leaf shape
00458e00	STATE	-	-	gameplay	274	STATE: reads live global / derefs arg → needs booted game
00458fd0	MANUAL	-	-	gameplay	33	MANUAL: unrecognized leaf shape
00459000	STATE	-	-	gameplay	655	STATE: reads live global / derefs arg → needs booted game
00459290	STATE	-	-	vehicle	280	STATE: reads live global / derefs arg → needs booted game
004593b0	STATE	-	-	gameplay	68	STATE: reads live global / derefs arg → needs booted game
00459400	STATE	-	-	gameplay	128	STATE: reads live global / derefs arg → needs booted game
00459480	STATE	-	-	gameplay	179	STATE: reads live global / derefs arg → needs booted game
00459560	STATE	-	-	util	81	STATE: reads live global / derefs arg → needs booted game
004595c0	STATE	-	-	gameplay	91	STATE: reads live global / derefs arg → needs booted game
00459620	STATE	-	-	gameplay	2727	STATE: reads live global / derefs arg → needs booted game
0045a130	STATE	-	-	gameplay	81	STATE: reads live global / derefs arg → needs booted game
0045a190	STATE	-	-	gameplay	515	STATE: reads live global / derefs arg → needs booted game
0045a3a0	STATE	-	-	gameplay	115	STATE: reads live global / derefs arg → needs booted game
0045a530	STATE	-	-	gameplay	86	STATE: reads live global / derefs arg → needs booted game
0045a590	STATE	-	-	gameplay	278	STATE: reads live global / derefs arg → needs booted game
0045a950	STATE	-	-	gameplay	594	STATE: reads live global / derefs arg → needs booted game
0045ac40	STATE	-	-	gameplay	298	STATE: reads live global / derefs arg → needs booted game
0045ae80	STATE	-	-	gameplay	886	STATE: reads live global / derefs arg → needs booted game
0045b360	MANUAL	-	-	gameplay	46	MANUAL: unrecognized leaf shape
0045b390	STATE	-	-	gameplay	839	STATE: reads live global / derefs arg → needs booted game
0045b930	STATE	-	-	boot	86	STATE: reads live global / derefs arg → needs booted game
0045b990	MANUAL	-	-	render	50	MANUAL: unrecognized leaf shape
0045b9d0	MANUAL	-	-	powerups	36	MANUAL: unrecognized leaf shape
0045ba10	STATE	-	-	vehicle	140	STATE: reads live global / derefs arg → needs booted game
0045bac0	STATE	-	-	powerups	28	STATE: reads live global / derefs arg → needs booted game
0045bae0	MANUAL	-	-	vehicle	181	no-clean-ret (multi-exit/tail)
0045bba0	MANUAL	-	-	util	738	no-clean-ret (multi-exit/tail)
0045be90	MANUAL	-	-	powerups	60	MANUAL: unrecognized leaf shape
0045bed0	MANUAL	-	-	powerups	82	MANUAL: unrecognized leaf shape
0045bf30	STATE	-	-	powerups	98	STATE: reads live global / derefs arg → needs booted game
0045bfa0	STATE	-	-	powerups	35	STATE: reads live global / derefs arg → needs booted game
0045bfd0	MANUAL	-	-	gameplay	5	no-clean-ret (multi-exit/tail)
0045c010	MANUAL	-	-	powerups	25	no-clean-ret (multi-exit/tail)
0045c030	STATE	-	-	gameplay	211	STATE: reads live global / derefs arg → needs booted game
0045c110	MANUAL	-	-	gameplay	138	no-clean-ret (multi-exit/tail)
0045c350	STATE	-	-	util	303	STATE: reads live global / derefs arg → needs booted game
0045c550	STATE	-	-	gameplay	232	STATE: reads live global / derefs arg → needs booted game
0045c6b0	STATE	-	-	audio	108	STATE: reads live global / derefs arg → needs booted game
0045c720	MANUAL	-	-	audio	31	no-clean-ret (multi-exit/tail)
0045c820	STATE	-	-	audio	34	STATE: reads live global / derefs arg → needs booted game
0045c880	MANUAL	-	-	gameplay	26	no-clean-ret (multi-exit/tail)
0045cb20	STATE	-	-	gameplay	191	STATE: reads live global / derefs arg → needs booted game
0045cbe0	STATE	-	-	gameplay	105	STATE: reads live global / derefs arg → needs booted game
0045cc50	STATE	-	-	audio	47	STATE: reads live global / derefs arg → needs booted game
0045cc80	STATE	-	-	audio	169	STATE: reads live global / derefs arg → needs booted game
0045cd30	MANUAL	-	-	audio	65	no-clean-ret (multi-exit/tail)
0045cfe0	STATE	-	-	audio	147	STATE: reads live global / derefs arg → needs booted game
0045d080	STATE	-	-	gameplay	85	STATE: reads live global / derefs arg → needs booted game
0045d0e0	STATE	-	-	gameplay	247	STATE: reads live global / derefs arg → needs booted game
0045d1e0	STATE	-	-	util	106	STATE: reads live global / derefs arg → needs booted game
0045d250	MANUAL	-	-	audio	215	no-clean-ret (multi-exit/tail)
0045d330	MANUAL	-	-	util	49	no-clean-ret (multi-exit/tail)
0045d3a0	STATE	-	-	util	68	STATE: reads live global / derefs arg → needs booted game
0045d3f0	STATE	-	-	util	53	STATE: reads live global / derefs arg → needs booted game
0045d430	STATE	-	-	util	39	STATE: reads live global / derefs arg → needs booted game
0045d460	MANUAL	-	-	audio	822	no-clean-ret (multi-exit/tail)
0045d7a0	STATE	-	-	util	702	STATE: reads live global / derefs arg → needs booted game
0045da60	STATE	-	-	audio	40	STATE: reads live global / derefs arg → needs booted game
0045da90	STATE	-	-	audio	94	STATE: reads live global / derefs arg → needs booted game
0045daf0	STATE	-	-	audio	95	STATE: reads live global / derefs arg → needs booted game
0045db50	MANUAL	-	-	util	16	no-clean-ret (multi-exit/tail)
0045dbe0	STATE	-	-	util	146	STATE: reads live global / derefs arg → needs booted game
0045dc80	STATE	-	-	audio	92	STATE: reads live global / derefs arg → needs booted game
0045dce0	STATE	-	-	audio	101	STATE: reads live global / derefs arg → needs booted game
0045dd60	STATE	-	-	audio	283	STATE: reads live global / derefs arg → needs booted game
0045de80	STATE	-	-	render	236	STATE: reads live global / derefs arg → needs booted game
0045dfc0	STATE	-	-	util	46	STATE: reads live global / derefs arg → needs booted game
0045dff0	MANUAL	-	-	gameplay	68	MANUAL: unrecognized leaf shape
0045e040	STATE	-	-	audio	176	STATE: reads live global / derefs arg → needs booted game
0045e0f0	STATE	-	-	audio	112	STATE: reads live global / derefs arg → needs booted game
0045e160	STATE	-	-	render	308	STATE: reads live global / derefs arg → needs booted game
0045e2a0	STATE	-	-	render	440	STATE: reads live global / derefs arg → needs booted game
0045e460	STATE	-	-	audio	1313	STATE: reads live global / derefs arg → needs booted game
0045e990	STATE	-	-	audio	1610	STATE: reads live global / derefs arg → needs booted game
0045efe0	STATE	-	-	audio	1540	STATE: reads live global / derefs arg → needs booted game
0045f5f0	STATE	-	-	audio	1185	STATE: reads live global / derefs arg → needs booted game
0045faa0	STATE	-	-	audio	1193	STATE: reads live global / derefs arg → needs booted game
0045ff50	STATE	-	-	audio	786	STATE: reads live global / derefs arg → needs booted game
00460270	STATE	-	-	audio	220	STATE: reads live global / derefs arg → needs booted game
00460350	STATE	-	-	audio	2716	STATE: reads live global / derefs arg → needs booted game
00460df0	STATE	-	-	audio	2135	STATE: reads live global / derefs arg → needs booted game
00461650	STATE	-	-	audio	2104	STATE: reads live global / derefs arg → needs booted game
004623e0	STATE	-	-	audio	213	STATE: reads live global / derefs arg → needs booted game
004624c0	STATE	-	-	audio	61	STATE: reads live global / derefs arg → needs booted game
00462520	MANUAL	-	-	audio	17	no-clean-ret (multi-exit/tail)
004627f0	MANUAL	-	-	audio	351	no-clean-ret (multi-exit/tail)
00462950	MANUAL	-	-	render	1137	no-clean-ret (multi-exit/tail)
00462dd0	STATE	-	-	audio	240	STATE: reads live global / derefs arg → needs booted game
00462ec0	STATE	-	-	audio	132	STATE: reads live global / derefs arg → needs booted game
00462f50	MANUAL	-	-	audio	74	no-clean-ret (multi-exit/tail)
00463150	STATE	-	-	audio	147	STATE: reads live global / derefs arg → needs booted game
004631f0	STATE	-	-	audio	476	STATE: reads live global / derefs arg → needs booted game
004633d0	STATE	-	-	audio	442	STATE: reads live global / derefs arg → needs booted game
00463590	STATE	-	-	audio	161	STATE: reads live global / derefs arg → needs booted game
00463640	MANUAL	-	-	audio	80	no-clean-ret (multi-exit/tail)
00463c80	STATE	-	-	audio	695	STATE: reads live global / derefs arg → needs booted game
00463f40	STATE	-	-	audio	938	STATE: reads live global / derefs arg → needs booted game
004642f0	STATE	-	-	audio	422	STATE: reads live global / derefs arg → needs booted game
004644a0	STATE	-	-	audio	278	STATE: reads live global / derefs arg → needs booted game
004645c0	STATE	-	-	audio	171	STATE: reads live global / derefs arg → needs booted game
00464670	STATE	-	-	audio	369	STATE: reads live global / derefs arg → needs booted game
004647f0	STATE	-	-	audio	186	STATE: reads live global / derefs arg → needs booted game
004648b0	MANUAL	-	-	audio	103	no-clean-ret (multi-exit/tail)
00464a50	STATE	-	-	audio	587	STATE: reads live global / derefs arg → needs booted game
00464ca0	STATE	-	-	audio	357	STATE: reads live global / derefs arg → needs booted game
00464e10	STATE	-	-	audio	1183	STATE: reads live global / derefs arg → needs booted game
004652b0	STATE	-	-	audio	742	STATE: reads live global / derefs arg → needs booted game
004656e0	STATE	-	-	audio	206	STATE: reads live global / derefs arg → needs booted game
004657b0	MANUAL	-	-	util	77	no-clean-ret (multi-exit/tail)
00465940	STATE	-	-	audio	228	STATE: reads live global / derefs arg → needs booted game
00465a30	STATE	-	-	audio	228	STATE: reads live global / derefs arg → needs booted game
00465b20	STATE	-	-	audio	233	STATE: reads live global / derefs arg → needs booted game
00465c10	STATE	-	-	audio	133	STATE: reads live global / derefs arg → needs booted game
00465ca0	STATE	-	-	audio	252	STATE: reads live global / derefs arg → needs booted game
00465e80	STATE	-	-	audio	189	STATE: reads live global / derefs arg → needs booted game
00465f40	STATE	-	-	audio	191	STATE: reads live global / derefs arg → needs booted game
00466000	STATE	-	-	audio	250	STATE: reads live global / derefs arg → needs booted game
00466100	STATE	-	-	audio	149	STATE: reads live global / derefs arg → needs booted game
004661a0	STATE	-	-	audio	74	STATE: reads live global / derefs arg → needs booted game
004661f0	STATE	-	-	audio	1977	STATE: reads live global / derefs arg → needs booted game
004669b0	STATE	-	-	audio	160	STATE: reads live global / derefs arg → needs booted game
00466a50	MANUAL	-	-	audio	245	no-clean-ret (multi-exit/tail)
00466b50	MANUAL	-	-	util	100	no-clean-ret (multi-exit/tail)
00467010	MANUAL	-	-	boot	10	no-clean-ret (multi-exit/tail)
00467020	STATE	-	-	boot	68	STATE: reads live global / derefs arg → needs booted game
00467070	STATE	-	-	boot	41	STATE: reads live global / derefs arg → needs booted game
004670a0	STATE	-	-	render	112	STATE: reads live global / derefs arg → needs booted game
00467110	STATE	-	-	render	133	STATE: reads live global / derefs arg → needs booted game
004671a0	MANUAL	-	-	render	22	no-clean-ret (multi-exit/tail)
004671d0	STATE	-	-	render	54	STATE: reads live global / derefs arg → needs booted game
00467210	STATE	-	-	render	54	STATE: reads live global / derefs arg → needs booted game
004672d0	STATE	-	-	render	45	STATE: reads live global / derefs arg → needs booted game
00467350	STATE	-	-	vehicle	767	STATE: reads live global / derefs arg → needs booted game
00468d80	STATE	-	-	vehicle	1877	STATE: reads live global / derefs arg → needs booted game
004694e0	STATE	-	-	vehicle	1468	STATE: reads live global / derefs arg → needs booted game
00469aa0	STATE	-	-	vehicle	848	STATE: reads live global / derefs arg → needs booted game
00469df0	STATE	-	-	vehicle	5063	STATE: reads live global / derefs arg → needs booted game
0046b1c0	STATE	-	-	vehicle	810	STATE: reads live global / derefs arg → needs booted game
0046be50	MANUAL	-	-	gameplay	48	no-clean-ret (multi-exit/tail)
0046bf50	STATE	-	-	gameplay	104	STATE: reads live global / derefs arg → needs booted game
0046bfc0	STATE	-	-	gameplay	1446	STATE: reads live global / derefs arg → needs booted game
0046c5f0	STATE	-	-	vehicle	210	STATE: reads live global / derefs arg → needs booted game
0046c7d0	STATE	-	-	vehicle	852	STATE: reads live global / derefs arg → needs booted game
0046cb30	STATE	-	-	util	126	STATE: reads live global / derefs arg → needs booted game
0046cc10	STATE	-	-	ai	41	STATE: reads live global / derefs arg → needs booted game
0046cc40	MANUAL	-	-	vehicle	1696	no-clean-ret (multi-exit/tail)
0046d400	STATE	-	-	render	153	STATE: reads live global / derefs arg → needs booted game
0046d570	STATE	-	-	ai	228	STATE: reads live global / derefs arg → needs booted game
0046d780	STATE	-	-	ai	109	STATE: reads live global / derefs arg → needs booted game
0046d880	STATE	-	-	gameplay	511	STATE: reads live global / derefs arg → needs booted game
0046da80	STATE	-	-	vehicle	350	STATE: reads live global / derefs arg → needs booted game
0046dc20	STATE	-	-	vehicle	351	STATE: reads live global / derefs arg → needs booted game
0046e9e0	STATE	-	-	vehicle	1419	STATE: reads live global / derefs arg → needs booted game
0046ef70	STATE	-	-	vehicle	1872	STATE: reads live global / derefs arg → needs booted game
0046f6c0	STATE	-	-	vehicle	3581	STATE: reads live global / derefs arg → needs booted game
004704c0	STATE	-	-	vehicle	427	STATE: reads live global / derefs arg → needs booted game
004709a0	STATE	-	-	vehicle	705	STATE: reads live global / derefs arg → needs booted game
00470c70	STATE	-	-	vehicle	1972	STATE: reads live global / derefs arg → needs booted game
00471430	STATE	-	-	gameplay	22	STATE: reads live global / derefs arg → needs booted game
00471450	STATE	-	-	gameplay	49	STATE: reads live global / derefs arg → needs booted game
00471490	STATE	-	-	gameplay	85	STATE: reads live global / derefs arg → needs booted game
00471560	STATE	-	-	gameplay	62	STATE: reads live global / derefs arg → needs booted game
004715a0	STATE	-	-	ai	477	STATE: reads live global / derefs arg → needs booted game
00471780	STATE	-	-	gameplay	831	STATE: reads live global / derefs arg → needs booted game
00471ac0	STATE	-	-	camera	547	STATE: reads live global / derefs arg → needs booted game
00471cf0	STATE	-	-	camera	256	STATE: reads live global / derefs arg → needs booted game
00471df0	STATE	-	-	boot	190	STATE: reads live global / derefs arg → needs booted game
00471eb0	MANUAL	-	-	boot	5	no-clean-ret (multi-exit/tail)
00471ec0	MANUAL	-	-	camera	643	no-clean-ret (multi-exit/tail)
004721b0	MANUAL	-	-	gameplay	43	MANUAL: unrecognized leaf shape
004722e0	STATE	-	-	gameplay	37	STATE: reads live global / derefs arg → needs booted game
00472380	STATE	-	-	render	74	STATE: reads live global / derefs arg → needs booted game
004725c0	MANUAL	-	-	render	41	MANUAL: unrecognized leaf shape
00472650	MANUAL	-	-	util	51	MANUAL: unrecognized leaf shape
00472740	MANUAL	-	-	gameplay	210	MANUAL: unrecognized leaf shape
004728a0	MANUAL	-	-	util	74	MANUAL: unrecognized leaf shape
004728f0	MANUAL	-	-	gameplay	184	MANUAL: unrecognized leaf shape
004729b0	STATE	-	-	render	286	STATE: reads live global / derefs arg → needs booted game
00472ad0	MANUAL	-	-	render	63	MANUAL: unrecognized leaf shape
00472b10	STATE	-	-	render	331	STATE: reads live global / derefs arg → needs booted game
00472dc0	STATE	-	-	frontend	379	STATE: reads live global / derefs arg → needs booted game
00473220	STATE	-	-	render	394	STATE: reads live global / derefs arg → needs booted game
004733b0	STATE	-	-	render	394	STATE: reads live global / derefs arg → needs booted game
004739f0	STATE	-	-	frontend	557	STATE: reads live global / derefs arg → needs booted game
00473c20	STATE	-	-	gameplay	697	STATE: reads live global / derefs arg → needs booted game
004744a0	STATE	-	-	render	998	STATE: reads live global / derefs arg → needs booted game
00474890	MANUAL	-	-	gameplay	144	no-clean-ret (multi-exit/tail)
00474d60	MANUAL	-	-	vehicle	28	MANUAL: unrecognized leaf shape
00474db0	STATE	-	-	render	42	STATE: reads live global / derefs arg → needs booted game
00474de0	STATE	-	-	render	119	STATE: reads live global / derefs arg → needs booted game
00474e70	STATE	-	-	render	186	STATE: reads live global / derefs arg → needs booted game
00474f30	STATE	-	-	render	32	STATE: reads live global / derefs arg → needs booted game
00474fb0	MANUAL	-	-	render	28	MANUAL: unrecognized leaf shape
00474fd0	MANUAL	-	-	render	50	MANUAL: unrecognized leaf shape
00475010	MANUAL	-	-	render	45	MANUAL: unrecognized leaf shape
00475180	STATE	-	-	render	72	STATE: reads live global / derefs arg → needs booted game
00475210	MANUAL	-	-	render	182	MANUAL: unrecognized leaf shape
004752d0	MANUAL	-	-	render	32	no-clean-ret (multi-exit/tail)
004752f0	STATE	-	-	render	1003	STATE: reads live global / derefs arg → needs booted game
004756e0	STATE	-	-	render	132	STATE: reads live global / derefs arg → needs booted game
00475770	STATE	-	-	render	186	STATE: reads live global / derefs arg → needs booted game
00475830	STATE	-	-	render	160	STATE: reads live global / derefs arg → needs booted game
004758d0	MANUAL	-	-	render	24	MANUAL: unrecognized leaf shape
004759b0	STATE	-	-	render	68	STATE: reads live global / derefs arg → needs booted game
00475a00	STATE	-	-	render	91	STATE: reads live global / derefs arg → needs booted game
00475ab0	STATE	-	-	render	337	STATE: reads live global / derefs arg → needs booted game
00475c10	STATE	-	-	util	274	STATE: reads live global / derefs arg → needs booted game
00475d30	STATE	-	-	render	81	STATE: reads live global / derefs arg → needs booted game
00475d90	STATE	-	-	render	184	STATE: reads live global / derefs arg → needs booted game
00475e50	STATE	-	-	render	79	STATE: reads live global / derefs arg → needs booted game
00475ea0	MANUAL	-	-	render	67	MANUAL: unrecognized leaf shape
00475ef0	STATE	-	-	render	57	STATE: reads live global / derefs arg → needs booted game
00475f50	MANUAL	-	-	render	58	MANUAL: unrecognized leaf shape
00475f90	STATE	-	-	render	814	STATE: reads live global / derefs arg → needs booted game
004762c0	MANUAL	-	-	util	93	MANUAL: unrecognized leaf shape
00476320	STATE	-	-	render	103	STATE: reads live global / derefs arg → needs booted game
00476390	STATE	-	-	render	149	STATE: reads live global / derefs arg → needs booted game
00476430	MANUAL	-	-	util	5	no-clean-ret (multi-exit/tail)
00476440	STATE	-	-	util	147	STATE: reads live global / derefs arg → needs booted game
004764e0	MANUAL	-	-	util	16	MANUAL: unrecognized leaf shape
004764f0	STATE	-	-	util	347	STATE: reads live global / derefs arg → needs booted game
00476650	STATE	-	-	render	191	STATE: reads live global / derefs arg → needs booted game
00476710	MANUAL	-	-	render	162	no-clean-ret (multi-exit/tail)
004767c0	MANUAL	-	-	render	159	no-clean-ret (multi-exit/tail)
00476860	MANUAL	-	-	render	26	MANUAL: unrecognized leaf shape
00476880	MANUAL	-	-	util	31	MANUAL: unrecognized leaf shape
004768a0	MANUAL	-	-	render	31	MANUAL: unrecognized leaf shape
004768c0	STATE	-	-	render	211	STATE: reads live global / derefs arg → needs booted game
00476df0	STATE	-	-	render	687	STATE: reads live global / derefs arg → needs booted game
004770a0	MANUAL	-	-	render	30	no-clean-ret (multi-exit/tail)
004770c0	STATE	-	-	vehicle	801	STATE: reads live global / derefs arg → needs booted game
00477490	STATE	-	-	render	106	STATE: reads live global / derefs arg → needs booted game
00477500	MANUAL	-	-	render	118	MANUAL: unrecognized leaf shape
00477580	STATE	-	-	render	43	STATE: reads live global / derefs arg → needs booted game
004775b0	STATE	-	-	render	372	STATE: reads live global / derefs arg → needs booted game
00477730	MANUAL	-	-	render	48	MANUAL: unrecognized leaf shape
00477760	STATE	-	-	render	110	STATE: reads live global / derefs arg → needs booted game
004777d0	MANUAL	-	-	util	59	MANUAL: unrecognized leaf shape
00477810	STATE	-	-	render	94	STATE: reads live global / derefs arg → needs booted game
00477870	STATE	-	-	render	99	STATE: reads live global / derefs arg → needs booted game
004778e0	STATE	-	-	render	56	STATE: reads live global / derefs arg → needs booted game
00477920	STATE	-	-	util	231	STATE: reads live global / derefs arg → needs booted game
00477a10	STATE	-	-	render	290	STATE: reads live global / derefs arg → needs booted game
00477be0	STATE	-	-	render	535	STATE: reads live global / derefs arg → needs booted game
00477e40	MANUAL	-	-	render	23	no-clean-ret (multi-exit/tail)
00477e60	STATE	-	-	render	154	STATE: reads live global / derefs arg → needs booted game
00477f00	STATE	-	-	render	70	STATE: reads live global / derefs arg → needs booted game
00477f50	STATE	-	-	render	213	STATE: reads live global / derefs arg → needs booted game
00478030	MANUAL	-	-	render	130	MANUAL: unrecognized leaf shape
004780c0	MANUAL	-	-	render	80	MANUAL: unrecognized leaf shape
00478110	MANUAL	-	-	render	156	MANUAL: unrecognized leaf shape
004781b0	MANUAL	-	-	vehicle	80	MANUAL: unrecognized leaf shape
00478200	MANUAL	-	-	track	32	no-clean-ret (multi-exit/tail)
00478220	MANUAL	-	-	render	450	no-clean-ret (multi-exit/tail)
004783f0	STATE	-	-	ai	491	STATE: reads live global / derefs arg → needs booted game
004785e0	STATE	-	-	util	121	STATE: reads live global / derefs arg → needs booted game
00478660	STATE	-	-	ai	1606	STATE: reads live global / derefs arg → needs booted game
00478cd0	MANUAL	-	-	render	19	no-clean-ret (multi-exit/tail)
00478cf0	STATE	-	-	track	827	STATE: reads live global / derefs arg → needs booted game
00479030	STATE	-	-	track	174	STATE: reads live global / derefs arg → needs booted game
004790e0	MANUAL	-	-	track	17	MANUAL: unrecognized leaf shape
00479100	STATE	-	-	render	551	STATE: reads live global / derefs arg → needs booted game
00479330	STATE	-	-	track	2894	STATE: reads live global / derefs arg → needs booted game
00479fb0	STATE	-	-	render	98	STATE: reads live global / derefs arg → needs booted game
0047a020	STATE	-	-	vehicle	199	STATE: reads live global / derefs arg → needs booted game
0047a0f0	STATE	-	-	track	59	STATE: reads live global / derefs arg → needs booted game
0047a130	STATE	-	-	render	65	STATE: reads live global / derefs arg → needs booted game
0047a180	STATE	-	-	render	38	STATE: reads live global / derefs arg → needs booted game
0047a1b0	STATE	-	-	track	47	STATE: reads live global / derefs arg → needs booted game
0047a1e0	STATE	-	-	track	154	STATE: reads live global / derefs arg → needs booted game
0047a280	STATE	-	-	track	155	STATE: reads live global / derefs arg → needs booted game
0047a320	STATE	-	-	track	121	STATE: reads live global / derefs arg → needs booted game
0047a3a0	STATE	-	-	track	155	STATE: reads live global / derefs arg → needs booted game
0047a4a0	STATE	-	-	track	155	STATE: reads live global / derefs arg → needs booted game
0047a540	STATE	-	-	track	59	STATE: reads live global / derefs arg → needs booted game
0047a580	STATE	-	-	track	47	STATE: reads live global / derefs arg → needs booted game
0047a5b0	STATE	-	-	track	47	STATE: reads live global / derefs arg → needs booted game
0047a5e0	STATE	-	-	track	47	STATE: reads live global / derefs arg → needs booted game
0047a610	STATE	-	-	track	155	STATE: reads live global / derefs arg → needs booted game
0047a6b0	STATE	-	-	track	59	STATE: reads live global / derefs arg → needs booted game
0047a6f0	STATE	-	-	track	45	STATE: reads live global / derefs arg → needs booted game
0047a720	STATE	-	-	track	42	STATE: reads live global / derefs arg → needs booted game
0047a790	STATE	-	-	track	56	STATE: reads live global / derefs arg → needs booted game
0047a880	STATE	-	-	track	47	STATE: reads live global / derefs arg → needs booted game
0047a8b0	STATE	-	-	track	155	STATE: reads live global / derefs arg → needs booted game
0047aa20	STATE	-	-	track	47	STATE: reads live global / derefs arg → needs booted game
0047aa50	STATE	-	-	track	77	STATE: reads live global / derefs arg → needs booted game
0047aaa0	STATE	-	-	render	47	STATE: reads live global / derefs arg → needs booted game
0047aad0	STATE	-	-	render	93	STATE: reads live global / derefs arg → needs booted game
0047ab30	STATE	-	-	track	150	STATE: reads live global / derefs arg → needs booted game
0047abd0	STATE	-	-	track	172	STATE: reads live global / derefs arg → needs booted game
0047acd0	STATE	-	-	render	36	STATE: reads live global / derefs arg → needs booted game
0047ad00	STATE	-	-	render	36	STATE: reads live global / derefs arg → needs booted game
0047ade0	STATE	-	-	render	145	STATE: reads live global / derefs arg → needs booted game
0047ae80	MANUAL	-	-	render	104	MANUAL: unrecognized leaf shape
0047aef0	MANUAL	-	-	render	88	MANUAL: unrecognized leaf shape
0047af50	MANUAL	-	-	render	72	MANUAL: unrecognized leaf shape
0047afa0	MANUAL	-	-	render	88	MANUAL: unrecognized leaf shape
0047b000	MANUAL	-	-	render	145	MANUAL: unrecognized leaf shape
0047b0a0	MANUAL	-	-	render	98	MANUAL: unrecognized leaf shape
0047b110	MANUAL	-	-	render	71	MANUAL: unrecognized leaf shape
0047b160	MANUAL	-	-	render	66	MANUAL: unrecognized leaf shape
0047b1b0	STATE	-	-	render	67	STATE: reads live global / derefs arg → needs booted game
0047b200	STATE	-	-	render	35	STATE: reads live global / derefs arg → needs booted game
0047b230	STATE	-	-	render	31	STATE: reads live global / derefs arg → needs booted game
0047b420	STATE	-	-	render	93	STATE: reads live global / derefs arg → needs booted game
0047b480	STATE	-	-	gameplay	128	STATE: reads live global / derefs arg → needs booted game
0047b5b0	STATE	-	-	gameplay	120	STATE: reads live global / derefs arg → needs booted game
0047b6b0	STATE	-	-	gameplay	112	STATE: reads live global / derefs arg → needs booted game
0047b860	STATE	-	-	input	22	STATE: reads live global / derefs arg → needs booted game
0047b880	STATE	-	-	input	25	STATE: reads live global / derefs arg → needs booted game
0047b8a0	STATE	-	-	input	47	STATE: reads live global / derefs arg → needs booted game
0047b8d0	MANUAL	-	-	input	168	no-clean-ret (multi-exit/tail)
0047b980	MANUAL	-	-	track	44	no-clean-ret (multi-exit/tail)
0047b9b0	MANUAL	-	-	physics	39	MANUAL: unrecognized leaf shape
0047b9e0	MANUAL	-	-	track	19	MANUAL: unrecognized leaf shape
0047ba00	MANUAL	-	-	boot	14	MANUAL: unrecognized leaf shape
0047ba10	MANUAL	-	-	boot	5	no-clean-ret (multi-exit/tail)
0047ba20	STATE	-	-	gameplay	230	STATE: reads live global / derefs arg → needs booted game
0047bb10	STATE	-	-	gameplay	370	STATE: reads live global / derefs arg → needs booted game
0047bcc0	STATE	-	-	track	434	STATE: reads live global / derefs arg → needs booted game
0047be80	MANUAL	-	-	track	235	no-clean-ret (multi-exit/tail)
0047bf70	STATE	-	-	track	309	STATE: reads live global / derefs arg → needs booted game
0047c0f0	STATE	-	-	track	111	STATE: reads live global / derefs arg → needs booted game
0047c160	STATE	-	-	camera	141	STATE: reads live global / derefs arg → needs booted game
0047c1f0	MANUAL	-	-	camera	53	MANUAL: unrecognized leaf shape
0047c230	MANUAL	-	-	camera	54	MANUAL: unrecognized leaf shape
0047c270	STATE	-	-	camera	91	STATE: reads live global / derefs arg → needs booted game
0047c2d0	STATE	-	-	camera	91	STATE: reads live global / derefs arg → needs booted game
0047ccb0	STATE	-	-	gameplay	116	STATE: reads live global / derefs arg → needs booted game
0047cd50	STATE	-	-	gameplay	103	STATE: reads live global / derefs arg → needs booted game
0047cde0	STATE	-	-	gameplay	27	STATE: reads live global / derefs arg → needs booted game
0047ce20	STATE	-	-	gameplay	27	STATE: reads live global / derefs arg → needs booted game
0047cea0	STATE	-	-	physics	127	STATE: reads live global / derefs arg → needs booted game
0047cf20	STATE	-	-	gameplay	176	STATE: reads live global / derefs arg → needs booted game
0047d080	STATE	-	-	physics	105	STATE: reads live global / derefs arg → needs booted game
0047d150	STATE	-	-	gameplay	41	STATE: reads live global / derefs arg → needs booted game
0047d180	STATE	-	-	gameplay	177	STATE: reads live global / derefs arg → needs booted game
0047d240	STATE	-	-	vehicle	236	STATE: reads live global / derefs arg → needs booted game
0047d330	STATE	-	-	gameplay	138	STATE: reads live global / derefs arg → needs booted game
0047d3c0	STATE	-	-	vehicle	638	STATE: reads live global / derefs arg → needs booted game
0047d640	STATE	-	-	hud	2224	STATE: reads live global / derefs arg → needs booted game
