rva	name	subsystem	reason
004f13d0	FUN_004f13d0	render	callee-gate: 004cb840=C1,004cb8a0=C1,004dc5b0=C1,004ebc30=C1
004f1870	FUN_004f1870	render	callee-gate: 004e55d0=C1
004f1b00	FUN_004f1b00	render	callee-gate: 004dc5b0=C1,004e55d0=C1
004f1fb0	FUN_004f1fb0	render	callee-gate: 005c24e0=C1
004f36c0	FUN_004f36c0	render	callee-gate: 005c24e0=C1
004f3b60	FUN_004f3b60	render	callee-gate: 004e8030=C1
004f3ce0	FUN_004f3ce0	render	callee-gate: 004e8400=C1
004f3d40	FUN_004f3d40	render	callee-gate: 004cc580=C1,004cc770=C1,004e8440=C1
004f3e90	FUN_004f3e90	render	callee-gate: 004e8030=C1,004e8120=C1
004f42d0	FUN_004f42d0	render	callee-gate: 004cbc90=C1
004f4340	FUN_004f4340	render	callee-gate: 004d4170=C1,004d41e0=C1,004d4380=C1,004d4dd0=C1,004d4f90=C1,004eb9d0=C1
004f43b0	FUN_004f43b0	render	callee-gate: 004d41e0=C1
004f43f0	FUN_004f43f0	render	callee-gate: 004eb3c0=C1,004eb9d0=C1
004f4470	FUN_004f4470	render	callee-gate: 004d41e0=C1
004f4510	FUN_004f4510	render	callee-gate: 004e4bd0=C1
004f46a0	FUN_004f46a0	render	callee-gate: 004cbb60=C1
004f8580	FUN_004f8580	render	callee-gate: 004e8f50=C1
004f8730	FUN_004f8730	render	callee-gate: 004cbb50=C1
004fb0e0	FUN_004fb0e0	render	callee-gate: 004ed6ad=C0,004ed8f6=C0,004ed976=C0
004fb130	FUN_004fb130	render	callee-gate: 004c4dc0=C1
004fb2a0	FUN_004fb2a0	render	callee-gate: 004c4680=C1,004ecf46=C0
004fb3e0	FUN_004fb3e0	render	callee-gate: 004c4dc0=C1,004ecf1c=C0
004fb4d0	FUN_004fb4d0	render	callee-gate: 004c4dc0=C1,004ecf46=C0
004fb5a0	FUN_004fb5a0	render	callee-gate: 004ecf1c=C0,004ecf46=C0
