rva	subsystem	name	notes
0041af50	render	FUN_0041af50	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041b440	render	FUN_0041b440	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041b450	boot	FUN_0041b450	promoted_from=re/analysis/boot_app_init_d4/0x0041b450.md; batch_u_s5_2026-05-18; "FUN_0042a6b0(""panel.txd"")→DAT_0063c888; 4-iter loop stride 0x74: FUN_0042a5d0(panel[i])→FUN_0041ad60; writes index a
0041b4d0	hud	FUN_0041b4d0	49b record-sweep at DAT_0063c8d0 stride 0x74 (4 records to 0x63caa0); FUN_0041adb0() once/record with global cursor; DAT_0063c89c=FUN_0040e340; DAT_0063c8c4=FUN_0040b890; U-3650; S-3678..S-3679; D-103
0041b540	hud	FUN_0041b540	 non-ghost branch 1 (229b); 5 init calls on 0063c8xx; boolean cascade 6 guards; 4 entries stride 116b active at +0x6c; FUN_0041af50; counter 0063cab0; D-7732
0041b660	boot	FUN_0041b660	promoted_from=re/analysis/boot_app_init_d5/0x0041b660.md; batch_u_s5_2026-05-18; loop stride 0x74 [0063c8d0..0063caa0] 4 iters: FUN_0041b440; then FUN_004c5930(panel.txd)
0041b690	render	FUN_0041b690	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041b7a0	render	FUN_0041b7a0	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041beb0	render	FUN_0041beb0	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041bec0	boot	FUN_0041bec0	promoted_from=re/analysis/boot_app_init_d4/0x0041bec0.md; batch_u_s5_2026-05-18; 2-iter loop stride 0x16c: FUN_0042a5d0(team[i])→FUN_0041b690; writes index at +0x164; base DAT_0063cab8
0041bf20	hud	FUN_0041bf20	225b two-record init at DAT_0063cab8 stride 0x16c (range 0x63cd90); FUN_004b6520(rec,0x10) zero-init; four per-slot fix-ups storing 0/1/2/3 indexed by DAT_007f1a18/28/38/48 with DAT_007f1a14/24/34/44 
0041c090	hud	FUN_0041c090	 ghost branch 1 (45b); FUN_0040b930+FUN_0041b7a0 loop 2 entries stride 364b; counter 0063cda0; D-7733
0041c0e0	boot	FUN_0041c0e0	promoted_from=re/analysis/boot_app_init_d5/0x0041c0e0.md; batch_u_s5_2026-05-18; loop stride 0x16c [0063cab8..0063cd90] 2 iters: FUN_0041beb0; shutdown array walker
0041c100	boot	FUN_0041c100	FUN_0042a5d0("KCPanel.dff"); FUN_004b6520(&DAT_0063cda4 0x1c); FUN_004b51d0(result &DAT_0063cda4 4); write 0xff323232 via triple-deref
0041c180	hud	FUN_0041c180	 case-5 RW billboard update (~310b); (-0.48,-0.35) transform on 0063cdb8; color 005cd074; FUN_004077e0 negated alpha on 0063cda8+4; D-7734
0041c2c0	boot	FUN_0041c2c0	promoted_from=re/analysis/boot_app_init_d5/0x0041c2c0.md; batch_u_s5_2026-05-18; FUN_004e6e00(DAT_0063cdb4); 12B single-call shutdown wrapper
0041c320	render	FUN_0041c320	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041c380	render	FUN_0041c380	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041c410	render	FUN_0041c410	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041cb00	render	FUN_0041cb00	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041cb10	boot	FUN_0041cb10	promoted_from=re/analysis/boot_app_init_d4/0x0041cb10.md; batch_u_s5_2026-05-18; "FUN_0042a6b0(""endpointpanel.txd"")→DAT_0063cdd0; FUN_0042a5d0(""endpointpanel.dff"")→uVar1; 4-iter: FUN_004e6ab0(uVar
0041cb80	util	sub_0041cb80	init loop: calls FUN_0040e340/FUN_0040b890 once; iterates 0x0063ce20 stride 0x114 x46 calling FUN_0041c380; caller=FUN_004111c0
0041cc50	hud	FUN_0041cc50	 non-ghost branch 2 (100b); 5 init calls on 0063cdxx; 4 entries stride 276b active at +0x110; FUN_0041c410; counter 0063d270; D-7735
0041ccf0	boot	FUN_0041ccf0	promoted_from=re/analysis/boot_app_init_d5/0x0041ccf0.md; batch_u_s5_2026-05-18; loop stride 0x114 [0063ce20..0063d270] 4 iters: FUN_0041cb00; then FUN_004c5930(endpointpanel.txd)
0041cd20	render	FUN_0041cd20	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041ce00	render	FUN_0041ce00	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041d410	hud	FUN_0041d410	33-slot HUD vtable[0x48] dispatcher (EAX=this); flag offsets 0x10..0x94 gate child-object pointers at 0xb0..0x134; all indirect; batch-ae-s2
0041d6d0	render	FUN_0041d6d0	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 missiles + 64-puff smoke + 2 reticules) + 2
0041d6e0	boot	FUN_0041d6e0	promoted_from=re/analysis/boot_app_init_d4/0x0041d6e0.md; batch_u_s5_2026-05-18; "loop stride 0x160: FUN_0042a5d0(""teameppanel.dff"")→FUN_0041cd20; write index at +0x158; base DAT_0063d298"
0041d730	util	sub_0041d730	player-slot assignment init: zeroes 0x0063d298 slots stride 0x160; checks 007f1a14/18/24/28/34/38/44/48 pairs; caller=FUN_004111c0
0041d830	hud	FUN_0041d830	 ghost branch 2 (58b); FUN_0040b930+FUN_0040b540+FUN_0041ce00 loop 2 entries stride 352b; counter 0063d558; D-7736
0041d870	hud	sub_0041d870	2-entry loop 0x0063d298 stride 0x160; unconditional→FUN_0041d410; DAT_0063ba8c==7 branch default/6/10 (non-zero FUN_0042f500)
0041d890	boot	FUN_0041d890	promoted_from=re/analysis/boot_app_init_d5/0x0041d890.md; batch_u_s5_2026-05-18; loop stride 0x160 [0063d298..0063d558] 2 iters: FUN_0041d6d0; shutdown array walker
0041d8b0	boot	FUN_0041d8b0	FUN_0042a5d0("startlights.dff"); FUN_004b6520(&DAT_0063d55c 0x30); FUN_004b51d0(result &DAT_0063d55c 8); loop: FUN_004b52f0(*ptr 0x40 1)
0041da80	boot	FUN_0041da80	promoted_from=re/analysis/boot_app_init_d5/0x0041da80.md; batch_u_s5_2026-05-18; FUN_004e6e00(DAT_0063d57c); 12B single-call shutdown wrapper
0041db90	boot	FUN_0041db90	FUN_0042a5d0("RacePanel.dff"); FUN_004b6520(&DAT_0063d5a0 0x54); FUN_004b51d0(result &DAT_0063d5a0 0x10); at i==2: FUN_004b52f0+write 0xff323232
0041dc30	frontend	FUN_0041dc30	102b: 4-iter FUN_00417730 loop→DAT_0063d590; writes unaff_EDI+0x4c/+0x50 (count 4→1 via threshold); U-4207 U-4208; batch-frontend-s1-20260525
0041dca0	hud	FUN_0041dca0	 cases 4/7/8/9 RW brightness ramp (~207b); 4-step alpha from 0063d5ec vs thresholds; flash via 007f101c&0x10; D-7738
0041de70	boot	FUN_0041de70	promoted_from=re/analysis/boot_app_init_d5/0x0041de70.md; batch_u_s5_2026-05-18; FUN_004e6e00(DAT_0063d5e0); 12B single-call shutdown wrapper
0041de80	hud	FUN_0041de80	HUD mode dispatcher ESI=this; 4 unconditional vtable[0x48] dispatches (slots 0/1/2/0xd); DAT_007f1a1c+7 dynamic slot; param_1!=0 double-indirect ESI[ESI[0x14]+2]; U-5586 U-5587 U-5588; batch-ae-s2
0041def0	boot	FUN_0041def0	promoted_from=re/analysis/boot_app_init_d4/0x0041def0.md; batch_u_s5_2026-05-18; "FUN_0042a5d0(""stopclock2.dff""); FUN_004b6520(&DAT_0063d610 0x1d4); FUN_004b51d0(result &DAT_0063d718 0x20); loop-A n
0041e0d0	boot	FUN_0041e0d0	promoted_from=re/analysis/boot_app_init_d5/0x0041e0d0.md; batch_u_s5_2026-05-18; nested loop 3x11: FUN_004e7e30+FUN_004e6920+FUN_004c0c20 on 0063d610; then FUN_004e6e00(0063d7bc)
0041e630	hud	FUN_0041e630	6-iter two-digit renderer (EDI=this); 3 unconditional vtable[0x48] at +0x16c/0x170/0x174; loop 0..5: value@EDI+0x188+(i/2)*4; even=/10 odd=%10 digit index into 10-sprite array stride 0x2c; -1 sentinel
0041e6c0	hud	FUN_0041e6c0	 case-2 mode-conditional billboard (~384b); mode7:(0.35,0.25) scale 005cc348; else:(-0.375,-0.3) scale 005cd118; FUN_0041e1e0+FUN_0041e4b0; D-7739
0041e850	hud	sub_0041e850	guard int32_t DAT_0063d7e0≠0→FUN_0041e630; sub-mode 2; called identically in both DAT_0063ba8c branches
0041e960	ai	FUN_0041e960	lap-line vtable dispatch: calls **(DAT_0063d7e4+0x40)(); 8 bytes; U-3703; D-10561 resolved
0041eaa0	boot	FUN_0041eaa0	4-slot FUN_004c0b30 fill DAT_0063d840; FUN_004770c0(e49c 0x80c 4 FUN_0040bb30); FUN_00476cb0(e49c 5 2); FUN_004770c0(e4a0 0x80c 4 FUN_0040bb30("car_shadow")); if DAT_00636acc==0: 2× FUN_004b48e0(0x100
0041ebb0	render	FUN_0041ebb0	FUN_00476df0×2 + RW-state-8-off + FUN_004770a0×2 + RW-state-8-on; S-3130; track_node/render_frame_d4
0041f120	util	Player::ComputeVehicleToCameraVec	idx*0x2AC; vehicle ptr DAT_0063dc7c+idx; vehicle pos *(vehicle+4)+0x40/44/48; delta from DAT_0063dc38/3c/40; *param_3=sq_dist; *param_2=FUN_004c3ac0 distance; returns 1/0; D-6475
0041f1e0	util	FUN_0041f1e0	50b; reads event table record +4 ptr via FUN_004c0ed0; copies 16 floats to param_3; matrix source; callers FUN_00424eb0 FUN_00412f30
0041f8f0	render	FUN_0041f8f0	promoted_from=re/analysis/split_screen_d2/0041f8f0.md; "ESI=per-player struct; guard DAT_0063d850+iVar1; selects camera from 2-entry table DAT_0063e490 on *(ESI+0x298)==2; writes cam refs at ESI+0x2a0
0041faf0	render	VehicleShadowRender	promoted_from=re/analysis/split_screen/0041faf0.md; renders ground-projected vehicle shadow billboard; guarded by player+0x294 bit 0x40; reads shadow+body matrices; colour alpha from FUN_004a2c48; ren
0041fcc0	render	TireMarkRender	promoted_from=re/analysis/split_screen/0041fcc0.md; renders tire-mark skid decal; reads wheel transform at +0x26c; colour table at DAT_005f5fe8/6088 (12-byte RGB stride); called per player from PerPla
0041ffb0	boot	FUN_0041ffb0	promoted_from=re/analysis/boot_app_init_d5/0x0041ffb0.md; batch_u_s5_2026-05-18; loop 0..3 FUN_0041ec00(i); free 4 ptrs 0063d840; FUN_004768c0 on e49c/e4a0; if !00636acc: FUN_004b4880x2; S-3331 S-3332
00420050	render	PerPlayerViewportRender	promoted_from=re/analysis/split_screen/00420050.md; per-player scene render; param_1=playerIndex 0..3; stride 0x2AC per-player struct at DAT_0063dc38; active flag at +0x3C bit3; clump at +0x4C; shadow
00420230	track	FUN_00420230	Vehicle piz path builder: "toastart/vehicles/"+name+suffix → DAT_0063d7f0; no explicit param (reads FUN_0041f330) | C1->C2 batch_aj sweep-20260602-1945
00420420	track	FUN_00420420	Per-player vehicle+checkpoint init: stride p*0x2AC DAT_0063d9e0; BSP sectors; special obj 0x11/0x12/0x15/0x18/0x3a-0x40; DAT_0063d830[p]=1; S-3603..S-3611; U-3576 | C1->C2 batch_aj sweep-20260602-1945
00420d00	boot	FUN_00420d00	FUN_004b6520(&DAT_0063e4b8 0x90); writes 0/1/2/3 to 4 globals at stride 0x24; U-3226
00421590	boot	thunk_FUN_004210f0	promoted_from=re/analysis/boot_app_init_d5/0x00421590.md; batch_u_s5_2026-05-18; 4B thunk → FUN_004210f0; S-3323
004215a0	util	FUN_004215a0	 4-entry loop 0063e4b8 stride 36b FUN_00420e00 (23b); D-7740
00421960	audio	FUN_00421960	,audio entity activate; FUN_0055dec0(DAT_006ce274) → handle; FUN_00559c40(handle); 29 bytes; depth-1-fill
004219a0	ai	FUN_004219a0	powerup slot null-guard: EAX-based; if *(EAX+0x10)!=0 && *(sub+0x24)!=0 call FUN_00421980; 19b; depth-1-fill
004219c0	render	FUN_004219c0	promoted_from=re/analysis/render_frame_d4/0x004219c0.md; Copy *DAT_007d3ff8→DAT_006403b0; loop FUN_00421720 4× over 0x208-byte entries; S-3131; render_frame_d4
004219f0	util	FUN_004219f0	,particle effect deactivate by entity ID; 3D array search (4×2×10 slots at 0x0063fb90); clears bit; RandomFloat(0.5,1.0) → sub-obj+0x40; DEFERRED D-8263
00421d20	util	FUN_00421d20	,particle effect spawner; 10-slot loop; 11× RandomFloat for velocity/color/scale per slot; sets *(param_1+0xf4)=1; DEFERRED D-8262
004222d0	util	FUN_004222d0	 4-entry loop 0063fb90 stride 520b FUN_00422290 (28b); D-7741
00422470	frontend	FUN_00422470	93b float pipeline: FUN_004a3090(double(p1))→FUN_004a2c48()→FUN_004223f0()x2→FUN_00422440(); U-4210; batch-frontend-s1-20260525
004224d0	frontend	FUN_004224d0	157b: FUN_004b6520 zero-fill 0xf40 slot; copy param_2[0..3]; write fixed floats {0.5,-1.8,1.0,-0.85}; stride 0xf40; U-4211 U-4212; batch-frontend-s1-20260525
00422570	render	FUN_00422570	promoted_from=re/analysis/render_c0_promote_a/00422570_FUN_00422570.md; depth-3 of PerPlayerViewportRender via 0x0041f8f0; 3-arg call; D-8444; bucket split_screen_d2-cont1
004228f0	render	FUN_004228f0	promoted_from=re/analysis/split_screen_d2/004228f0.md; "per-player geometry batch; stride 0xf40=3904 per player at DAT_00641318/006403fc; copies 15-elem src vertices to 27-elem dest (inserts uVar5 at 
00422ba0	ai	FUN_00422ba0	collision event queue processor: 256-entry ring buffer; types 3/4/6/8/9/10; 1070 bytes; D-10562 D-10566..D-10569; U-3590 U-3591 | C1->C2 batch_ak sweep-20260603-0116
004233e0	ai	FUN_004233e0	heading angle atan2: fpatan(dx/dz); converts to game-angle units via scale+offset; handles special cases; used for spline curvature
00423540	ai	FUN_00423540	AI data saver: writes 0x11884-byte block from DAT_007f1a9c with magic 0x13269902 to AI%%d.AI; pair of FUN_004235b0 loader; U-3624 U-3625
00423670	ai	FUN_00423670	spline editor input handler: runtime point insert/delete; snaps XZ to vehicle-0 pos; saves/clears AI data; nav keys cycle type/index/point; calls FUN_00423540 on save confirm
00423b00	frontend	FUN_00423b00	29B frontend menu-input frame dispatcher: guard DAT_007f1a50==1 -> calls FrontendDirInput(00423040)+TabCycler(00423270)+CursorMover(00423320)+FUN_00423670; reclassified ai->frontend; C1->C2 frontend-g
00424b80	frontend	FUN_00424b80	C1->C2 batch-frontend-s3 2026-05-25; end-of-match stats flush+debug print; void->void; zeros 13 per-player fields increments games-played; prints cleanest-line/pants/crowns via FUN_004987b0; U-4208
00424eb0	util	FUN_00424eb0	1038b; 3-pass: cleanup→label-init→timer-advance; timeout 3999ms→0xff; mode respawn (DAT_007f0fd0 4/7/8/9); D-6702
004252c0	ai	FUN_004252c0	vehicle proximity/interaction detector: event queue writer; alongside+head-on scoring; 1905 bytes; D-10570 D-10571; U-3592 U-3593 | C1->C2 batch_ak sweep-20260603-0116
00425a40	util	FUN_00425a40	 pause/online-gate update (103b); online guard 007f1a50==1+007f1a54==4; FUN_00424eb0+FUN_00470c70+FUN_00422ba0+FUN_004252c0; returns 0/1; D-7742
00425b90	frontend	FUN_00425b90	C1->C2 batch-frontend-s3 2026-05-25; RpClumpForAllAtomics wrapper; void(undefined4*); calls RpClumpForAllAtomics(*param_1,FUN_004516d0,&0); caller: FUN_00425c00; U-4201
00425bc0	boot	FUN_00425bc0	perm.piz post-mount: FUN_004b3d80(Copters.txd)->DAT_00644150; FUN_004c5c80(0); zero 0x98 dwords at 0x00899260; U-3389; S-3381 S-3382; promoted S-122
00425bf0	frontend	FUN_00425bf0	C1->C2 batch-frontend-s3 2026-05-25; perm.piz pre-load one-liner; void->void; calls FUN_00495280(d:\ToastArt\common\perm.piz); callers: FUN_00407800 FUN_004262f0; U-4202
00425c00	frontend	FUN_00425c00	C1->C2 batch-frontend-s3 2026-05-25; copter asset registration; undefined4(name_str)->1; scans DAT_00899260 stride 0x13 for free slot; builds path; calls FUN_004781b0+FUN_00425b90; caller: FUN_004262f
00425d50	util	FUN_00425d50	 8-entry animated object loop 0x8992a4 stride 76b (~235b); advance time+wrap; FUN_004752f0 anim frame; FUN_004c1480 RW; FUN_00425ca0×2; D-7743
00425e40	render	FUN_00425e40	promoted_from=re/analysis/render_frame_d4/0x00425e40.md; depth-3 callee of sub_00410b30; called when mode≠5; D-5041; bucket render_frame_d3-cont1
00425ea0	frontend	FUN_00425ea0	bulk destructor for 8-slot array 0x00899260 stride 0x4c; calls RpClumpDestroy per non-null handle; zeroes all 0x13 words per slot
00425ed0	boot	FUN_00425ed0	promoted_from=re/analysis/boot_app_init_d5/0x00425ed0.md; batch_u_s5_2026-05-18; FUN_004c5930(DAT_00644150); releases Copters.txd handle
00425fa0	frontend	FUN_00425fa0	exports 4 words from slot[param_1] into param_2[0..3]; reads +0x34/+0x38/+0x3c + ptr+0x28; calls FUN_004b3f90 + conditional FUN_004e5fc0; guarded by slot+0x44 and +0x00 non-zero
00426030	render	FUN_00426030	WorldRenderPrePass: FUN_0041e9b0(DAT_00644158)+FUN_0041ea10()→if!=0: FUN_0041e8f0(&DAT_00646e58)+DAT_005f616c=1; 1 caller FUN_00492e90 [merged-from-dup: WorldRenderPrePass; FUN_0041e9b0(DAT_00644158)+
004262f0	render	FUN_004262f0	record processor: loops DAT_00644370 entries at 0x40-stride DAT_00646c38; FUN_00425bf0+FUN_00425c00+FUN_00425b70+FUN_004952f0; 1 caller FUN_00426e10 [merged-from-dup: processes DAT_00644370 64-byte re
00426340	track	FUN_00426340	KTCScript.lua loader: builds track piz; FUN_0047b9b0 registers COURSE.LUA cmds at LAB_00440bc0; S-3601..S-3602 | C1->C2 batch_aj sweep-20260602-1945
00426460	frontend	FUN_00426460	__fastcall; iterates objects from FUN_004b3fc0 (max 32 stack buffer); per-obj: reads +4; calls FUN_004b5190 for packed uint; calls FUN_00458fd0(ptr+0x40 byte float)
004264d0	track	FUN_004264d0	Track powerups loader: builds track piz path; loads powerups_gold.dff/.lua or powerups.lua by medal rank; gates on 0x0042fe30 medal-rank (==0→early return); promote_c2_race_end_callers-20260517; S-359
00426640	render	FUN_00426640	DAT_0066d704 guard; FUN_0041e9b0(param_1); FUN_0041ea70()→if!=0: FUN_0041e950(); 1 caller FUN_00410b30 [merged-from-dup: depth-3 callee of sub_00410b30; called with player camera; D-5042; bucket rende
00426700	render	FUN_00426700	camera path node iterator: tick→float; loops *(param_2+0xd0) nodes at param_2+0x74 stride 0xc; calls FUN_004756e0 per node; U-3654 [merged-from-dup: node-list iterator: converts param_3 int-ticks to f
00426780	render	FUN_00426780	camera array updater: 64-entry loop param_1+0x10110 + 8-entry loop param_1+0x100f0; FUN_00475010 per active entry; U-3654 [merged-from-dup: two-array updater: 64-entry loop at param_1+0x10110 and 8-en
00426810	render	sub_00426810	camera path lerp: reads *(param_2+4) sub-ptr; guard 3 bytes @param_1+0x10600..02; lerps 0x105f8/fc→0x10604/08 by dot-product alpha; writes param_2+0x88; U-3655 [merged-from-dup: camera-path position l
00426ab0	render	sub_00426ab0	CAMERA_FN: per-frame; FUN_004671a0+FUN_0047c160+FUN_0040b090; path arrays FUN_00426780+FUN_00426700; lerp FUN_00426810; anim FUN_00471ec0; 1 caller FUN_0040fc00 [merged-from-dup: CAMERA_FN: per-frame;
00426b40	frontend	FUN_00426b40	subsystem teardown dispatcher: calls 10 cleanup functions; writes DAT_0066d704=0; includes FUN_00425ea0 (C2)
00426c50	frontend	FUN_00426c50	conditional dispatcher: calls FUN_0041e940 only if FUN_0041ea60 returns non-zero
00426c90	ai	FUN_00426c90	lap-line conditional: if FUN_0041ea80()!=0 call FUN_0041e960; 22 bytes; D-10560 D-10561; U-3588 | C1->C2 batch_ak sweep-20260603-0116
00426d20	frontend	FUN_00426d20	per-frame transform refresh over 4-handle array DAT_00656f48..656f58; callees FUN_004c15c0+FUN_004c1520+FUN_004c1340; U-4199 U-4200 U-4201; frontend_c1_to_c2_s5
00426d90	frontend	FUN_00426d90	bulk cleanup of 4-handle array DAT_00656f48..656f58; calls FUN_004e6680 per non-null handle; frontend_c1_to_c2_s5
00426e10	render	FUN_00426e10	TRACK_LOAD_FN: builds piz path; opens piz; loads COURSE.LUA+LAPDATA.LUA+physics+AI; sets DAT_0066d704=1; 35 callees; 1 caller FUN_0040d020 [merged-from-dup: TRACK_LOAD_FN; constructs toastart/tracks/<
004270f0	render	CourseRenderFrame	689-byte per-frame dispatch: sky dome then RpWorldForAllAtomics (BSP) then rain particles; vtable +0x1c/+0x20 dispatch | batch-render-s1 plate at re/analysis/render_c1_to_c2_s1/FUN_004270f0.md
004273e0	frontend	FUN_004273e0	Im2D quad emitter: scales 4-float rect by screen dims; reads 4 color bytes; writes 2-vertex strip; dispatches via fn-table DAT_007d3ff8; U-4205 U-4206; frontend_c1_to_c2_s5
004274e0	frontend	FUN_004274e0	LOC_FN; switch lang->filename; U-0869; S-0860 S-0861 S-0862; skeleton_prep_s3
004275d0	boot	FUN_004275d0	promoted_from=re/analysis/boot_app_init_d4/0x004275d0.md; batch_u_s5_2026-05-18; sequential subsystem init chain: FUN_00552a60(param_1)→FUN_00552d10→FUN_00552750→FUN_00553ef0→FUN_00552920→FUN_00553cf0
00427620	hud	FontText_HudShutdown	C1->C2 hud_promote_c2_b; teardown seq 7-step: FUN_00555830+FUN_00556e40x4+FUN_00556cd0+FUN_00552b90
00427680	hud	FontText_ComputeScreenXY	C1->C2 hud_promote_c2_b; 4p float: x y align scale; ESI=float[2] out; align 0=left 1=center 2=right; U-2127
004277a0	frontend	FUN_004277a0	promoted_from=re/analysis/bucket_0041dc30/0x004277a0.md; batch-ab; batch_z s6 HUD/frontend/race-state core (HUD-glyph emitter + per-player score aggregation + menu input + copter asset loader + race s
00427880	frontend	FUN_00427880	resource loader: FUN_004cc230(2,1)→FUN_004cc5e0(h,0x199,0,0)→FUN_00554390(h); returns 0 on fail; U-4210 U-4211; frontend_c1_to_c2_s5
004278d0	render	FUN_004278d0	depth-3 callee of sub_00433f40; track/level number display; 1 int arg; D-5032; bucket render_frame_d3-cont1 [merged-from-dup: Track display: FUN_00427780+4277a0+552d10/d70+556e90+5555b0; S-3125..S-312
00427990	render	FUN_00427990	depth-3 callee of sub_00433f40; text render for special track 0x27b; 6+ args; D-5033; bucket render_frame_d3-cont1 [merged-from-dup: Text render 8-param: alignment map param_8 0→0/1→2/2→1; scaled XYWH
00427be0	render	FUN_00427be0	depth-3 callee of sub_00433f40; formatted text to buffer; args (buf color float); D-5034; bucket render_frame_d3-cont1 [merged-from-dup: Formatted text draw variant: FUN_00427840 replaces 427780+4277a
00427ca0	hud	FontText_HudInit	C1->C2 hud_promote_c2_b; 4-phase init: FontSys_InitSeq+font select+ctx alloc+4 style objs; zeroes 0067d828..d834
00427e00	frontend	FUN_00427e00	promoted_from=re/analysis/hud_frontend/0x00427e00.md; batch-ab; sprite draw (6 params: ID/X/Y/ARGB/scale/flags); pipeline: select→prepare→state9=2→presetup→pos→vtxcol→draw→cleanup; U-0451
00427f00	hud	FUN_00427f00	text draw: vtable[8](DAT_007d3ff8+0x20)(9,2); FUN_00427840; FUN_00552d10; FUN_00556e90(DAT_0067d83c &p4×4); FUN_00427680(p2 p3 p6 p5); FUN_00556ca0(DAT_0067d838 buf p5*0.0708 buf DAT_0067d83c); FUN_00
00427ff0	hud	FontText_DrawTextRotated	C1->C2 hud_promote_c2_b; 7p draw with Z-rotation param_7; full matrix pipeline: Push+Reset+Translate+Rotate+Draw+Pop
00428140	frontend	FUN_00428140	sprite draw with alpha-fade logic (7p); 3-range alpha from param_7; dim-mode flag DAT_008990e4; dispatches via 9 callees; U-4213 U-4214 U-4215; frontend_c1_to_c2_s5
004283a0	boot	FUN_004283a0	FUN_004ce2d0(0x5cc4de); 4× FUN_004c5cb0 lookups by name→DAT_0067d964/0x70/0x68/0x6c; copy d964→DAT_00771964
00428400	boot	FUN_00428400	promoted_from=re/analysis/boot_app_init_d5/0x00428400.md; batch_u_s5_2026-05-18; FUN_004ce2d0(0x5cc4de); 4x FUN_004c5a60(0067d964/70/68/6c); DAT_00771964=0; inverse of FUN_004283a0
00428590	boot	ViewportInit	viewport bg-color init + RW cam ops: local_4=0xff000000; DAT_0067d974=0x3fc90fdb(π/2); FUN_00428450(0x20 0xffffffe0); C2->C3 canonical-observation 2026-05-22 count=1 GREEN 30s menu | C3->C4 2026-05-23
00428760	hud	FUN_00428760	promoted_from=re/analysis/hud_ingame_d2/0x00428760.md; batch-ab; 6-arg passthrough: FUN_00428610(p1..p6 0); appends coord-mode 0 to 7-arg rect draw
004288a0	frontend	FUN_004288a0	menu layout renderer: header sprite + 7 text items 0x1e5..0x1eb; horizontal centering via FUN_004282a0; callees FUN_00428760+FUN_00427e00+FUN_004282a0; U-4216 U-4217 U-4218 U-4219; frontend_c1_to_c2_s
00428a30	frontend	FUN_00428a30	title screen draw: branches on FUN_00427c90; dark placeholder (==0) vs full title (!=0); 24M-tick timer→DAT_0067d960=1; calls FUN_004288a0; U-4220 U-4221 U-4222 U-4223; frontend_c1_to_c2_s5
00428bf0	frontend	FUN_00428bf0	alternate title-screen draw: only non-zero branch of FUN_00427c90; single sprite DAT_00771964; no timer; U-4224 U-4225; frontend_c1_to_c2_s5
00428d30	frontend	FUN_00428d30	Lobby-screen renderer; 18 callees; switch via DAT_0067d960==3; RGBA local {0,0,0,0xff}; guard FUN_004c1a00; vtable dispatch DAT_007d3ff8+0x20
00429240	frontend	FUN_00429240	switch(DAT_0067d960): 0->FUN_00428a30 1->FUN_00428bf0 3->FUN_00428d30; __fastcall param_1; U-4197
00429290	frontend	FUN_00429290	per-frame title tick; 5 callees; skeleton_prep_s3
004292d0	util	sub_004292d0	copy bytes from FUN_0055deb0(param_1)+8 to *param_2; 64-bit return packs (ptr,size); callers=FUN_004111c0 FUN_00409790 FUN_0040b090 FUN_004270f0 FUN_004844a0 FUN_00484580
00429310	util	TimeTrial::Tick	per-frame time trial tick (mode==2); sector counter 008991bc 1..11; sector 11+state==6→Replay::LapFinish(1)+state 7; per-tick TimeFormat to 0067d99c/994/98c; 643b; caller: FUN_0040fc00; S-2220; U-2228
