rva	sub	name	lane	size	n_callees	n_blocking	blocking	arg_hint	n_callers_c2plus	notes
00444ff0	ai	FUN_00444ff0	indirect-dispatch	51	0	0		stack,eax-deref	1	AI debug overlay: renders current debug spline via FUN_00444b60; sub-mode labels (race/inside/slow/cheat lines + danger/save data); lap-frame tracker; tile-map 
004cb0b0	render	FUN_004cb0b0	indirect-dispatch	51	0	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5
004cb0f0	render	FUN_004cb0f0	indirect-dispatch	51	0	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5
004d38b0	render	rwD3D8CheckTextureFormat	indirect-dispatch	51	0	0		stack,ecx-this	0	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; CheckDeviceFormat rtype=0 (TEXTURE) flag=0; pure capability query; batch-render-5-s5
004d52d0	render	FUN_004d52d0	indirect-dispatch	51	0	0		stack,eax-deref	2	RW pipeline object create: vtable+0x60 on DAT_007d3ff8; on success ORs flag bit 1 if descriptor byte+0x22 bit 0 set | C1->C2 batch-render-6-s1
00493bc0	util	FUN_00493bc0	indirect-dispatch	52	0	0		stack	2	MultiByteToWideChar wrapper; param4=codepage from PTR_FUN_006147dc; param3=bufsize; returns LPWSTR
0049e580	particle	FUN_0049e580	indirect-dispatch	52	0	0		-	0	batch-ad-s4: C1->C2 mechanical; __fastcall; guard param_1[5]; set param_1[0x1c]=1; gate param_1[0x1b]; SetEvent param_1[0x17]; vtable +0x60
004d8090	render	FUN_004d8090	indirect-dispatch	52	0	0		stack	1	RW plugin list copy callback dispatch; walk param_1+0x10 list; call node[0xa] with (param_2 param_3 node[0] node[1]); 4 callers incl FUN_004c0910 clone; U-5360 
005a6070	audio	FUN_005a6070	indirect-dispatch	52	0	0		stack,eax-deref	1	batch_y s6 audio stream + codec pipeline (EA-XA + IMA ADPCM); main audio backend body 0x005a6030..0x005b81fe | C1->C2 batch_ah sweep-20260602-0245
00550910	save	FUN_00550910	indirect-dispatch	53	0	0		stack	3	VFS stream close: marks obj->field_20=1; calls [DAT_005CC068](0x9124E0)+vtable[1]+[DAT_005CC06C](0x9124E0); returns 0; U-3561 U-3562
005aaac0	audio	FUN_005aaac0	indirect-dispatch	53	0	0		stack	2	circular-list walker stop-on-zero: iterates DAT_007dccf0; calls (*param_1)(node-1 param_2); stops on 0; S-0986; D-2866 | C1->C2 batch_ah sweep-20260602-0245
005adef0	audio	FUN_005adef0	indirect-dispatch	53	0	0		stack	1	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
00484130	boot	FUN_00484130	indirect-dispatch	54	0	0		stack,ecx-this,eax-deref	1	C1->C2 skeleton-prep-s4; 53B: null-guard; vtable[0x10c/4=slot67] on *(param_1+0x10) then param_1; returns 1; DAT_007d3ff8 vtable; U-3941
0049d920	particle	FUN_0049d920	indirect-dispatch	54	0	0		stack	0	batch_ad s3 C1->C2; thread-safe getter +0x40; CS at -0x64; U-4092
0049d960	particle	FUN_0049d960	indirect-dispatch	54	0	0		stack	0	batch_ad s3 C1->C2; thread-safe getter +0x44; CS at -0x64
0049f830	particle	FUN_0049f830	indirect-dispatch	54	0	0		stack,ecx-this,eax-deref	0	batch-ad-s6 C1->C2 mechanical decomp; U-4186
004c76f0	render	FUN_004c76f0	indirect-dispatch	54	0	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
004c7860	render	FUN_004c7860	indirect-dispatch	54	0	0		stack,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
004d1d70	render	FUN_004d1d70	indirect-dispatch	55	0	0		ecx-this,eax-deref	1	161b D3D resource release by type-byte; list at DAT_007d46e0; array at DAT_00911ae4; switch on node+0x20 (0/1/2/4/5); format guard 0x45..0x51; U-1167 U-1168; S-
004cb070	render	FUN_004cb070	indirect-dispatch	56	0	0		stack,ecx-this,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5
004e66d0	render	RpClumpForAllAtomics	indirect-dispatch	57	0	0		stack,eax-deref	12	56B RpClumpForAllAtomics (named): walks clump atomic list at param_1+8, calls param_2(atomic,param_3) per atomic, early-exit when callback returns 0; saves fwd 
00454130	render	FUN_00454130	indirect-dispatch	58	0	0		eax-deref	0	batch_x s1 projectile-and-pickup-pools; per-slot reset/lookup-release helpers around small gameplay pools (depthcharge/MP-vehicle-adjacent) | C1->C2 batch_am sw
004c7a20	render	FUN_004c7a20	indirect-dispatch	59	0	0		stack,eax-deref	1	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s4
00497470	frontend	FUN_00497470	indirect-dispatch	62	0	0		-	0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain parti
004c2c90	render	FUN_004c2c90	indirect-dispatch	62	0	0		stack,ecx-this,eax-deref	13	driver-system dispatcher: indirect-call *(param_1+0x4)(cmd,out,in1,in2) then switch on cmd providing defaults (0xd/0xf write defaults; 0xe error callback @DAT_0
00551050	util	RtFSHandler::Seek	indirect-dispatch	62	0	0		stack	0	piz_fsmanager_handler vtable+0x38; SetFilePointer[0x005cc17c]; mode map 1->0 2->1 other->2; handle at slot+0x40; see re/analysis/piz_fsmanager_handler/REPORT.md
004d5570	render	FUN_004d5570	indirect-dispatch	63	0	0		stack,ecx-this	2	direct SetSamplerState setter; idx=state+sampler*0xe (14/sampler); cache DAT_007d4f60; DAT_007d4110+0x114 = IDirect3DDevice9::SetSamplerState | C1->C2 batch-ren
004c59c0	render	FUN_004c59c0	indirect-dispatch	64	0	0		stack,ecx-this,eax-deref	2	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3
00432800	frontend	FUN_00432800	indirect-dispatch	65	0	0		stack,eax-deref	1	menu option initializer; sets 12 avail flags at 0067ed84[slot*0x10]; switch on screen-ID(1/2/3/8/10/0x12/0x18/0x1c); cursor init at 0067ed80; S-1650; U-1649 | b
0045cd30	audio	FUN_0045cd30	indirect-dispatch	65	0	0		stack,ecx-this,eax-deref	1	,audio track state update; per-player; switch on route×2 selects iVar8 formula; iVar4==13/25/35 → RandomInt; calls FUN_0045c720 setter + FUN_0045c820 slot alloc
004d3a10	render	rwD3D8CheckAutoMipMap	indirect-dispatch	65	0	0		stack,ecx-this	0	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; checks D3DUSAGE_AUTOGENMIPMAP(0x400) support; caps guard 0x40000000; batch-render-5-s5
004d3a60	render	rwD3D8CheckAutoMipMapAlpha	indirect-dispatch	65	0	0		stack,ecx-this	0	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; checks D3DUSAGE_AUTOGENMIPMAP|alpha(0x401); caps guard 0x40000000; batch-render-5-s5
004d3ab0	render	rwD3D8CheckAutoMipMapCube	indirect-dispatch	65	0	0		stack,ecx-this	0	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; checks D3DUSAGE_AUTOGENMIPMAP(0x400) for cube(count=5); no callers found; batch-render-5-s5
0041de80	hud	FUN_0041de80	indirect-dispatch	67	0	0		stack,eax-deref	1	HUD mode dispatcher ESI=this; 4 unconditional vtable[0x48] dispatches (slots 0/1/2/0xd); DAT_007f1a1c+7 dynamic slot; param_1!=0 double-indirect ESI[ESI[0x14]+2
0049f030	particle	FUN_0049f030	indirect-dispatch	67	0	0		stack,ecx-this,eax-deref	3	U-4157 S-4279; __thiscall; E_NOTIMPL(0x80004001) if +0x44==NULL; dispatch via vtable[+0xc]; param_2==1 overrides 4th arg with this+0x0c
004c9f60	render	FUN_004c9f60	indirect-dispatch	67	0	0		stack,eax-deref	1	conditional setter: if DAT_007d413c!=param_1: writes param_1; if DAT_007d4120 calls vtable *DAT_007d4110+0x50 else writes 1 to 4 dirty-flag globals; U-0213; C3 
005be630	audio	FUN_005be630	indirect-dispatch	67	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
005bedc0	audio	FUN_005bedc0	indirect-dispatch	69	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00558470	render	sub_00558470	indirect-dispatch	70	0	0		ecx-this,eax-deref	1	teardown step-1: 2x vtable-free dispatch DAT_007d3ff8+0x10c on 007dc8b8/bc; zero 007dc8ac; pure leaf; U-0088; skeleton_prep_s5-20260522
005b0e70	audio	FUN_005b0e70	indirect-dispatch	71	0	0		stack,eax-deref	0	batch_w s6 audio-rws-source+sequencer-segment+custom-allocator-arena; RenderWare audio path + sequencer + arena allocator | C1->C2 batch_ah sweep-20260602-0245
00475180	render	FUN_00475180	indirect-dispatch	72	0	0		stack,eax-deref	0	batch_w s2 MIXED[gfx-particle-emitter+decal-shockwave-trail+geometry-plane-clip+anim-keyframe-interp+script-vm-handler-bank]; render-heavy mixed bucket batch-re
004891f0	render	FUN_004891f0	indirect-dispatch	72	0	0		ecx-this,eax-deref	1	depth-3 callee of sub_00410b30; vtable-gated render: RS(8,0)/RS(6,1)/vtable[0x48](DAT_007030a8)/RS(8,1)/RS(6,1) | batch-render-2-s4 plate at re/analysis/render_
0040be50	gameplay	FUN_0040be50	indirect-dispatch	74	0	0		stack,eax-deref	1	batch_t s1 MULTI[copters-helicopter-npcs,projectile-smoke,ai-pathfinding,led-loader,score-rank,hud-vfx] | C1->C2 batch_al sweep-20260603-0334
00497b10	frontend	FUN_00497b10	indirect-dispatch	74	0	0		ecx-this	0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain parti
00550be0	util	FUN_00550be0	indirect-dispatch	74	0	0		ecx-this,eax-deref	2	linked-list walk at DAT_007DC754; vtable slot5 child iterator; vtable+0x3C close if state≠1; D-10369
0042a8d0	render	FUN_0042a8d0	indirect-dispatch	76	0	0		stack,eax-deref	5	path normalizer: vtable[0x33](dst DAT_005cd75c)+vtable[0x35](dst param_1); replaces '/' with '\\'; returns &DAT_0067dca8 [merged-from-dup: copies DAT_005cd75c p
004cba80	render	FUN_004cba80	indirect-dispatch	76	0	0		stack,ecx-this,eax-deref	2	75b VD cache release; searches DAT_007d414c by ptr; calls vtable+8 Release; zeroes slot on refcount==0 | batch-render-4-s6 plate at re/analysis/render_4_c1_to_c
00496320	input	FUN_00496320	indirect-dispatch	78	0	0		stack,ecx-this,eax-deref	0	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain parti
004cd170	render	FUN_004cd170	indirect-dispatch	78	0	0		stack,eax-deref	4	Im3D prim submit: guard Im3D active (err 0x23); switch prim type 1-5; count-trunc for lines/tris; calls FUN_004d40d0 pipeline; 3 callers; U-5107 | batch-render-
005bdef0	audio	FUN_005bdef0	indirect-dispatch	79	0	0		stack,ecx-this,eax-deref	3	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
004d1e30	render	FUN_004d1e30	indirect-dispatch	80	0	0		stack,ecx-this,eax-deref	0	surface/texture/swapchain recreate; walks DAT_007d46e0; cases 0/4=CreateTexture 1=CreateDepthStencil 2=CreateAdditionalSwapChain 5=CreateRenderTarget/CubeTextur
005bfed0	audio	FUN_005bfed0	indirect-dispatch	81	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00484170	boot	FUN_00484170	indirect-dispatch	82	0	0		stack,ecx-this,eax-deref	0	vtable[0x108] alloc 24B rec; [0-1]=param_3[0-1]; [2]=*param_2; [3]=DAT_005cc320/(param_1+0x80); [4-5]=0; pure leaf (vtable); U-3335; skeleton-prep-s5
00497310	input	FUN_00497310	indirect-dispatch	82	0	0		stack,eax-deref	1	ReadInputForAction(slot action): joypad axis(9-12)/button+kbd dispatch fully enumerable; FUN_004a2c48 callee confirmed; U-3024
0049fe10	particle	FUN_0049fe10	indirect-dispatch	82	0	0		stack,eax-deref	0	batch-ad-s6 C1->C2 mechanical decomp; U-4192
00482030	vehicle	FUN_00482030	indirect-dispatch	83	0	0		stack,eax-deref,fpu	1	 sub-strip UV coordinate generator: quadrant-based (u | C1->C2 batch_ak sweep-20260603-0116,v) from strip index and count; 4 cases; 1 caller FUN_00482140
004c57a0	hud	FontCtxMatrix_AllocInit	indirect-dispatch	83	0	0		ecx-this,eax-deref	6	drift-promote C1->C2 c3-batch-c-s6; allocs identity-matrix obj via vtable+0x118; type 0x3000d; implicit EAX return; U-1493
004d8000	frontend	FUN_004d8000	indirect-dispatch	83	0	0		stack	10	find-in-list then secondary dispatch; walk main list (param_1+0x10) via node+0x30 calling comparator at node+0x20 (param_2 node[0] node[4]); on match walk secon
004cc230	frontend	FUN_004cc230	indirect-dispatch	86	0	0		stack,ecx-this,eax-deref	24	stream-context open; type(1=file 2=PIZ 3=mem 4=cb) mode(1=read 2=write 3=append); alloc via *(DAT_007d45c4+007d3ff8) vtable+0x118 0x30404; PIZ bases 0061737c/61
0048ab70	particle	FUN_0048ab70	indirect-dispatch	87	0	0		ecx-this,eax-deref	1	batch-ac-s4 C1->C2; second-spark-pool update+vertex-emit (bitfield scan stride 0x34 cap 0x200); U-3984
0048aff0	particle	FUN_0048aff0	indirect-dispatch	87	0	0		ecx-this	1	batch-ac-s4 C1->C2; wfall-pool 5-arg slot alloc+init (bitfield 0x80 scan + eviction; stride 0x34); U-3989
004d3950	render	rwD3D8CreateMipmapTexture	indirect-dispatch	87	0	0		stack,ecx-this,eax-deref	0	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; CheckDeviceFormat(flag=2)+CreateTexture; square mipmap path; batch-render-5-s5
00491530	render	FUN_00491530	indirect-dispatch	89	0	0		ecx-this,eax-deref	1	LineRain teardown: free DAT_00771530+DAT_0077152c via vtable[0x10c]; caller FUN_00426b40 | batch-render-2-s5 plate at re/analysis/render_2_c1_to_c2_s5/FUN_00491
004c7760	render	FUN_004c7760	indirect-dispatch	89	0	0		stack,eax-deref	2	raster-copy guarded by *(byte*)(param_1+0x21) high-bit; copies +0x8/+0xc/+0x1c short pairs from src+ref offset; vtable[0x78] on *DAT_007d3ff8; render_c0_promote
005bbed0	audio	FUN_005bbed0	indirect-dispatch	89	0	0		stack,ecx-this,eax-deref	2	QI x2 on IDirectSoundBuffer: DAT_005d09cc→[1] DAT_005d09bc→[2]; clears S-1375 D-4015 | C1->C2 batch_ai sweep-20260602-0347
004cb130	render	FUN_004cb130	indirect-dispatch	90	0	0		stack,eax-deref	2	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s5
00487e70	sky	FUN_00487e70	indirect-dispatch	93	0	0		stack,ecx-this	0	cluster_0048_first_pass batch_u-s4; register sky/cloud element (12-case switch on type 0..0xc); sub-models from DAT_00614260..006144b0; allocates first-free slo
0049c930	particle	FUN_0049c930	indirect-dispatch	93	0	0		stack,ecx-this,eax-deref	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
0049e190	particle	FUN_0049e190	indirect-dispatch	93	0	0		stack,eax-deref	0	batch-ad-s4: C1->C2 mechanical; __thiscall; SetEvent/ResetEvent on param_1[0x17]; nested obj param_1[0x1e]+0x18 gate; vtable +0xA0
004d38f0	render	rwD3D8CreateTextureWithFormat	indirect-dispatch	93	0	0		stack,ecx-this,eax-deref	1	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; CheckDeviceFormat(flag=1)+CreateTexture two-phase; alpha/rendertarget texture path; batch-render-5-s5
004d39b0	render	rwD3D8CreateCubeTexture	indirect-dispatch	93	0	0		stack,ecx-this,eax-deref	1	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster; CheckDeviceFormat(count=5=D3DRTYPE_CUBETEXTURE)+Create; cube texture path; batch-render-5-s5
005bf470	audio	FUN_005bf470	indirect-dispatch	94	0	0		stack,ecx-this,eax-deref	1	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0049ca00	particle	FUN_0049ca00	indirect-dispatch	96	0	0		stack,eax-deref	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
005bbd50	audio	FUN_005bbd50	indirect-dispatch	96	0	0		stack,ecx-this,eax-deref	2	IDirectSound8::CreateSoundBuffer wrapper; DSBUFFERDESC2 size=0x24; DSBCAPS_CTRL3D if param_2; clears S-1374 D-4014 | C1->C2 batch_ai sweep-20260602-0347
0049c990	particle	FUN_0049c990	indirect-dispatch	97	0	0		stack,ecx-this,eax-deref	1	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
005aab00	audio	FUN_005aab00	indirect-dispatch	97	0	0		stack,eax-deref	4	batch_x s5 audio-channel-meta-cluster; per-channel state + mixer callbacks around the central audio object at DAT_007dca34 | C1->C2 batch_ah sweep-20260602-0245
005aab70	audio	FUN_005aab70	indirect-dispatch	97	0	0		stack,eax-deref	3	vtable+0x30 walker: dispatch self+child list; returns null if any call null; clears S-1365 D-4005 | C1->C2 batch_ah sweep-20260602-0245
005be720	audio	FUN_005be720	indirect-dispatch	99	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
005bf050	audio	FUN_005bf050	indirect-dispatch	99	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0048b440	particle	FUN_0048b440	indirect-dispatch	100	0	0		stack,ecx-this,eax-deref	1	batch-ac-s4 C1->C2; wfall-pool per-frame update+render (bitfield 0x80 scan; fsin age; emit via FUN_00476d00); U-3991..U-3992
0048d360	particle	FUN_0048d360	indirect-dispatch	100	0	0		stack,ecx-this,eax-deref	0	batch-ac-s5: per-type update+render wfall; bitset DAT_00722370; CONCAT13; U-4009
0048d540	particle	FUN_0048d540	indirect-dispatch	100	0	0		stack,ecx-this,eax-deref	0	batch-ac-s5: per-type update+render wfall2; bitset DAT_00722390; scale 005cc354; U-4010
0048d720	particle	FUN_0048d720	indirect-dispatch	100	0	0		stack,ecx-this,eax-deref	0	batch-ac-s5: per-type update+render wfall3; bitset DAT_00722350; scale 005cc9b8
0048e180	particle	FUN_0048e180	indirect-dispatch	100	0	0		stack,ecx-this,eax-deref	0	batch-ac-s6 C1->C2 mechanical; U-4016 U-4017
0048e360	particle	FUN_0048e360	indirect-dispatch	100	0	0		stack,ecx-this,eax-deref	0	batch-ac-s6 C1->C2 mechanical; U-4018
005bcd10	audio	FUN_005bcd10	indirect-dispatch	100	0	0		stack,eax-deref	2	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
005509b0	audio	FUN_005509b0	indirect-dispatch	101	0	0		stack,ecx-this,eax-deref	3	RWS stream seek; whence map 0to1 1to2 2to3; buffer-state invalidation at +0x18/+0x20/+0x28; D-0344 [merged-from-dup: file-seek vtable wrapper; translates {0→1] 
0041a840	gameplay	FUN_0041a840	indirect-dispatch	102	0	0		stack,eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
0049c620	particle	FUN_0049c620	indirect-dispatch	102	0	0		stack	1	batch-ad-s1 C1->C2: spin-wait on param_1+0xb4; PeekMessage+Sleep loop; GetQueueStatus+PostThreadMessageA
005bc890	audio	FUN_005bc890	indirect-dispatch	102	0	0		stack	4	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
004648b0	audio	FUN_004648b0	indirect-dispatch	103	0	0		stack,eax-deref	0	MIDI event ring 256-slot; key=DAT_007f1030; dispatch FUN_00464670 types 3/4/8/0xb; FUN_004a2c48; D-10353-fill | C1->C2 batch_ah sweep-20260602-0245
0049cbd0	particle	FUN_0049cbd0	indirect-dispatch	104	0	0		stack,eax-deref	1	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
004d5340	render	FUN_004d5340	indirect-dispatch	107	0	0		stack,ecx-this,eax-deref	1	RW raster lock: vtable+0x6c on DAT_007d3ff8; unpacks width/height/depth + packed color ((uStack_14>>0x18)<<8|uStack_14&0xff) into 5 out-params | C1->C2 batch-re
005bcca0	audio	FUN_005bcca0	indirect-dispatch	107	0	0		stack,ecx-this,eax-deref	1	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
004d2340	render	rwD3D8RasterCreate	indirect-dispatch	109	0	0		stack,eax-deref	1	cluster_004d_first_pass batch_t-s4; RW3 D3D8 raster + render-state pipeline; top-level raster creation dispatcher; routes by type (0/1/2/4/5) to D3D8 surface cr
005a5f60	audio	FUN_005a5f60	indirect-dispatch	109	0	0		stack,eax-deref	1	batch_y s6 generic refcount/ctor-chain helpers (0x005a5910..0x005a5f60); support glue for the audio cluster that follows | C1->C2 batch_ah sweep-20260602-0245
004942b0	video	FUN_004942b0	indirect-dispatch	110	0	0		stack,ecx-this,eax-deref	1	cluster_0049_first_pass batch_t-s3; input/DInput-adjacent confirmed (32 of 60 input/frontend); also includes render+video glue at 0x4942b0-0x4948 and rain parti
0041b7a0	render	FUN_0041b7a0	indirect-dispatch	111	0	0		stack,ecx-this,eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
004c4600	render	RwMatrixMultiply	indirect-dispatch	111	0	0		stack,ecx-this	6	identity fast-paths (flag 0x20000); vtable dispatch at DAT_007d4028+8+DAT_007d3ff8; flags AND into dst[3]; shared with render frame tree + font + vehicle; D-346
005be080	audio	FUN_005be080	indirect-dispatch	111	0	0		stack,ecx-this,eax-deref	1	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
005be9f0	audio	FUN_005be9f0	indirect-dispatch	111	0	0		stack,ecx-this,eax-deref	0	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
00419480	gameplay	FUN_00419480	indirect-dispatch	112	0	0		eax-deref	1	batch_v s1 hud-weapons-effects-and-particle-emitters; wheel-trail-decals + vehicle-icon sprite-batch + decal-color-grid + weapons subsystem (4 launchers + 4 mis
004c6140	render	FUN_004c6140	indirect-dispatch	112	0	0		stack,eax-deref	0	batch_x s3 RW Image/Texture/Raster + D3D9 + IM3D; many plates carry direct RW catalog names (RwImageCreate, RwCameraFrustumTestSphere, etc.) | batch-render-4-s3
0049d9a0	particle	FUN_0049d9a0	indirect-dispatch	113	0	0		stack	0	batch_ad s3 C1->C2; thread-safe rate accessor MulDiv(100000,+0x44,elapsed)
0048d900	particle	FUN_0048d900	indirect-dispatch	116	0	0		stack,ecx-this,eax-deref	0	batch-ac-s5: per-type update+render gravity-branch; 0.04f; y-grav 005cf4bc; U-4011..U-4012
0048db20	particle	FUN_0048db20	indirect-dispatch	116	0	0		stack,ecx-this,eax-deref	0	batch-ac-s5: per-type update+render gravity-branch 2; color 0xdc; bitset DAT_00722430
0048dd40	particle	FUN_0048dd40	indirect-dispatch	116	0	0		stack,ecx-this,eax-deref	0	batch-ac-s5: per-type update+render gravity-branch 3; color 0xb4; scale 005cf4c0; U-4013..U-4014
0048df60	particle	FUN_0048df60	indirect-dispatch	116	0	0		stack,ecx-this,eax-deref	0	batch-ac-s6 C1->C2 mechanical; U-4015
005bde70	audio	FUN_005bde70	indirect-dispatch	120	0	0		stack,ecx-this,eax-deref	2	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
0049c840	particle	FUN_0049c840	indirect-dispatch	124	0	0		stack,eax-deref	0	batch-ad-s2 particle C1->C2; U/S IDs in re/analysis/particle_promote_ad2/
005bcda0	audio	FUN_005bcda0	indirect-dispatch	126	0	0		stack,ecx-this	1	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
004d94a0	render	FUN_004d94a0	indirect-dispatch	132	0	0		stack,ecx-this,eax-deref	1	C1->C2 batch-render-6-s5 2026-05-26; plate: re/analysis/bucket_004d7ac0/0x4d94a0.md; U-5402
004c90a0	render	FUN_004c90a0	indirect-dispatch	133	0	0		ecx-this,eax-deref	0	D3D mode-list builder: allocates (DAT_00911f80*5+5)*4 bytes at DAT_007d4130 stride 0x14; populates first entry from GetAdapterDisplayMode then enumerates over 3
004ce8e0	render	FUN_004ce8e0	indirect-dispatch	133	0	0		stack,ecx-this,eax-deref	1	RwImageWriteByExtension; dispatches node+0x2c write callback; U-5154
0041e630	hud	FUN_0041e630	indirect-dispatch	134	0	0		eax-deref	1	6-iter two-digit renderer (EDI=this); 3 unconditional vtable[0x48] at +0x16c/0x170/0x174; loop 0..5: value@EDI+0x188+(i/2)*4; even=/10 odd=%10 digit index into 
005bdff0	audio	FUN_005bdff0	indirect-dispatch	135	0	0		stack,ecx-this,eax-deref	1	batch_x s6 RwaDSRenderer DirectShow filter; audio backend implemented via DirectShow filter graph (RW audio over DS) | C1->C2 batch_ai sweep-20260602-0347
004cc9f0	render	RwFreeListDestroy	indirect-dispatch	136	0	0		stack,ecx-this,eax-deref	16	C3 deferred D-11016: live heap mutation via vtable +0x10c/+0x11c free calls + global doubly-linked list unlink 007d45fc; no safe synthetic harness
004ccc50	render	FUN_004ccc50	indirect-dispatch	138	0	0		stack,ecx-this,eax-deref	4	pool GC: frees bitmap-zero nodes via vtable+0x10c; re-inserts non-zero at head; returns stride*freed_count; 4 callers | batch-render-5-s1 plate at re/analysis/r
004d4f00	render	FUN_004d4f00	indirect-dispatch	142	0	0		stack,ecx-this,eax-deref	1	Pipeline entry linear search by value: scans *(param_1+8) array stride 0x28; optional start-after param_3; vtable[+0xe8] comparison; returns slot ptr + optional
