va	file_off	section	encoding	length	text

0x00618a54	0x218a54	.data	ascii	21	dp3 oT2.z, r7, c[%d]

0x00618a6c	0x218a6c	.data	ascii	21	dp3 oT2.y, r7, c[%d]

0x00618a84	0x218a84	.data	ascii	21	dp3 oT2.x, r7, c[%d]

0x00618a9c	0x218a9c	.data	ascii	21	dp3 oT0.z, r7, c[%d]

0x00618ab4	0x218ab4	.data	ascii	21	dp3 oT0.y, r7, c[%d]

0x00618acc	0x218acc	.data	ascii	21	dp3 oT0.x, r7, c[%d]

0x00618ae4	0x218ae4	.data	ascii	21	dp3 oT1.z, r7, c[%d]

0x00618afc	0x218afc	.data	ascii	21	dp3 oT1.y, r7, c[%d]

0x00618b14	0x218b14	.data	ascii	21	dp3 oT1.x, r7, c[%d]

0x00618b2c	0x218b2c	.data	ascii	22	mad r7, r7.w, %s, -r7

0x00618b44	0x218b44	.data	ascii	21	add r7.w, r7.w, r7.w

0x00618b5c	0x218b5c	.data	ascii	17	dp3 r7.w, r7, %s

0x00618b70	0x218b70	.data	ascii	31	add r7.xyz, c[%d].xyz, -%s.xyz

0x00618b90	0x218b90	.data	ascii	21	dp4 oT0.y, v6, c[%d]

0x00618ba8	0x218ba8	.data	ascii	21	dp4 oT0.x, v6, c[%d]

0x00618bc0	0x218bc0	.data	ascii	21	dp4 oT0.y, v5, c[%d]

0x00618bd8	0x218bd8	.data	ascii	21	dp4 oT0.x, v5, c[%d]

0x00618bf0	0x218bf0	.data	ascii	15	mov oT0.xy, v6

0x00618c00	0x218c00	.data	ascii	25	add oT1.xy, r9.xy, v5.xy

0x00618c1c	0x218c1c	.data	ascii	20	dp3 r9.y, %s, c[%d]

0x00618c34	0x218c34	.data	ascii	20	dp3 r9.x, %s, c[%d]

0x00618c4c	0x218c4c	.data	ascii	21	dp4 oT2.y, %s, c[%d]

0x00618c64	0x218c64	.data	ascii	21	dp4 oT2.x, %s, c[%d]

0x00618c7c	0x218c7c	.data	ascii	21	dp4 oT0.y, %s, c[%d]

0x00618c94	0x218c94	.data	ascii	21	dp4 oT0.x, %s, c[%d]

0x00618cac	0x218cac	.data	ascii	21	dp4 oT1.y, %s, c[%d]

0x00618cc4	0x218cc4	.data	ascii	21	dp4 oT1.x, %s, c[%d]

0x00618cdc	0x218cdc	.data	ascii	15	mov oT0.xy, v5

0x00618cec	0x218cec	.data	ascii	21	mul r1.xyz, r1, r9.w

0x00618d04	0x218d04	.data	ascii	23	max r9.w, r9.w, c[5].w

0x00618d1c	0x218d1c	.data	ascii	39	mad r9.w, r9.w, c[3 + 5].x, c[3 + 5].y

0x00618d44	0x218d44	.data	ascii	23	dp3 r9.w, r7, c[2 + 5]

0x00618d5c	0x218d5c	.data	ascii	32	mad oD0.xyz, r1, c[5].z, c[5].z

0x00618d80	0x218d80	.data	ascii	32	mad oD1.xyz, r1, c[5].z, c[5].z

0x00618da4	0x218da4	.data	ascii	15	mov oT1.xy, v5

0x00618db4	0x218db4	.data	ascii	16	mov oT0.xy, v%d

0x00618dc8	0x218dc8	.data	ascii	21	dp3 oT3.z, c[%d], %s

0x00618de0	0x218de0	.data	ascii	21	dp3 oT3.y, c[%d], r2

0x00618df8	0x218df8	.data	ascii	21	dp3 oT3.x, c[%d], r4

0x00618e10	0x218e10	.data	ascii	21	dp3 oT2.z, c[%d], %s

0x00618e28	0x218e28	.data	ascii	21	dp3 oT2.y, c[%d], r2

0x00618e40	0x218e40	.data	ascii	21	dp3 oT2.x, c[%d], r4

0x00618e58	0x218e58	.data	ascii	32	mad oT2.xyz, r1, c[5].z, c[5].z

0x00618e7c	0x218e7c	.data	ascii	21	mul r1.xyz, r1, r7.w

0x00618e94	0x218e94	.data	ascii	17	dp3 r1.z, r7, %s

0x00618ea8	0x218ea8	.data	ascii	17	dp3 r1.y, r7, r2

0x00618ebc	0x218ebc	.data	ascii	17	dp3 r1.x, r7, r4

0x00618ed0	0x218ed0	.data	ascii	23	max r7.w, r7.w, c[5].w

0x00618ee8	0x218ee8	.data	ascii	31	mad r7.w, r7.w, c[5].x, c[5].y

0x00618f08	0x218f08	.data	ascii	15	rcp r7.w, r7.w

0x00618f18	0x218f18	.data	ascii	21	mul r7.xyz, r7, r7.w

0x00618f30	0x218f30	.data	ascii	15	rsq r7.w, r7.w

0x00618f40	0x218f40	.data	ascii	17	dp3 r7.w, r7, r7

0x00618f54	0x218f54	.data	ascii	34	add r7.xyz, c[1 + 5].xyz, -%s.xyz

0x00618f78	0x218f78	.data	ascii	32	mad oD0.xyz, r1, c[5].w, c[5].w

0x00618f9c	0x218f9c	.data	ascii	32	mad oD1.xyz, r1, c[5].w, c[5].w

0x00618fc0	0x218fc0	.data	ascii	32	mad oT2.xyz, r1, c[5].w, c[5].w

0x00618fe4	0x218fe4	.data	ascii	21	mul r1.xyz, r1, r1.w

0x00618ffc	0x218ffc	.data	ascii	15	rsq r1.w, r1.w

0x0061900c	0x21900c	.data	ascii	17	dp3 r1.w, r1, r1

0x00619020	0x219020	.data	ascii	19	dp3 r1.z, c[5], %s

0x00619034	0x219034	.data	ascii	19	dp3 r1.y, c[5], r2

0x00619048	0x219048	.data	ascii	19	dp3 r1.x, c[5], r4

0x0061905c	0x21905c	.data	ascii	12	mov oD0, v4

0x0061906c	0x21906c	.data	ascii	21	mul r2.xyz, r2, r2.w

0x00619084	0x219084	.data	ascii	15	rsq r2.w, r2.w

0x00619094	0x219094	.data	ascii	17	dp3 r2.w, r2, r2

0x006190a8	0x2190a8	.data	ascii	30	mad r2, r4.yzxw, %s.zxyw, -r2

0x006190c8	0x2190c8	.data	ascii	25	mul r2, r4.zxyw, %s.yzxw

0x006190e4	0x2190e4	.data	ascii	15	mov %s.w, v3.w

0x006190f4	0x2190f4	.data	ascii	12	mov r4, v13

0x00619104	0x219104	.data	ascii	23	slt r4.w, v13.w, v13.w

0x0061911c	0x21911c	.data	ascii	21	mul r4.xyz, r4, r4.w

0x00619134	0x219134	.data	ascii	15	rsq r4.w, r4.w

0x00619144	0x219144	.data	ascii	17	dp3 r4.w, r4, r4

0x00619158	0x219158	.data	ascii	21	m3x3 r4.xyz, v13, r8

0x00619170	0x219170	.data	ascii	31	m3x3 r4.xyz, v13, c[a0.x + %d]

0x00619190	0x219190	.data	ascii	14	mov oD0, c[4]

0x006191a0	0x2191a0	.data	ascii	18	add oD0, v4, c[4]

0x006191b4	0x2191b4	.data	ascii	20	mul oD0, r11, c[%d]

0x006191cc	0x2191cc	.data	ascii	24	mul r6.%s, r6.%s, r9.%s

0x006191e8	0x2191e8	.data	ascii	29	max r9.%s, c[%d].wwww, r9.%s

0x00619208	0x219208	.data	ascii	34	mad r9.%c, r7.w, c[%d].x, c[%d].y

0x0061922c	0x21922c	.data	ascii	20	dp3 r7.w, r7, c[%d]

0x00619244	0x219244	.data	ascii	26	mul r7.xyz, r7.xyz, r1.%c

0x00619260	0x219260	.data	ascii	24	mul r6.%s, r6.%s, r8.%s

0x0061927c	0x21927c	.data	ascii	28	add r8.%s, -c[%d].%s, r8.%s

0x0061929c	0x21929c	.data	ascii	30	max r6.%s, c[%d].wwww, -r6.%s

0x006192bc	0x2192bc	.data	ascii	27	max r8.%s, c[%d].%s, r1.%s

0x006192d8	0x2192d8	.data	ascii	18	dp3 r6.%c, %s, r7

0x006192ec	0x2192ec	.data	ascii	17	rsq r1.%c, r1.%c

0x00619300	0x219300	.data	ascii	18	dp3 r1.%c, r7, r7

0x00619314	0x219314	.data	ascii	31	add r7.xyz, -c[%d].xyz, %s.xyz

0x00619334	0x219334	.data	ascii	39	mad r11.xyz, c[%d].xyz, r6.%s, r11.xyz

0x0061935c	0x21935c	.data	ascii	27	mad oD0, c[%d], r6.%c, r11

0x00619378	0x219378	.data	ascii	26	max r6.%s, c[5].w, -r6.%s

0x00619394	0x219394	.data	ascii	21	dp3 r6.%c, c[%d], %s

0x006193ac	0x2193ac	.data	ascii	14	mov r11, c[4]

0x006193bc	0x2193bc	.data	ascii	18	add r11, v4, c[4]

0x006193d0	0x2193d0	.data	ascii	21	mul r5.xyz, %s, r5.w

0x006193e8	0x2193e8	.data	ascii	15	rsq r5.w, r5.w

0x006193f8	0x2193f8	.data	ascii	17	dp3 r5.w, %s, %s

0x0061940c	0x21940c	.data	ascii	33	mad oFog, r0.w, c[%d].x, c[%d].y

0x00619430	0x219430	.data	ascii	15	rcp oFog, r0.w

0x00619440	0x219440	.data	ascii	16	expp r0.w, r0.w

0x00619454	0x219454	.data	ascii	21	mul r0.w, r0.w, r0.w

0x0061946c	0x21946c	.data	ascii	24	mul r0.w, r0.w, c[%d].x

0x00619488	0x219488	.data	ascii	19	dp4 r0.w, %s, c[3]

0x0061949c	0x21949c	.data	ascii	19	dp4 oFog, %s, c[3]

0x006194b0	0x2194b0	.data	ascii	25	m4x4 oPos.xyzw, r3, c[0]

0x006194cc	0x2194cc	.data	ascii	15	mov r3.w, v0.w

0x006194e0	0x2194e0	.data	ascii	30	m4x3 r5.xyz, %s, c[a0.x + %d]

0x00619500	0x219500	.data	ascii	34	mad r3.xyz, v1.%c, r5.xyz, r3.xyz

0x00619524	0x219524	.data	ascii	26	mul r3.xyz, v1.%c, r5.xyz

0x00619540	0x219540	.data	ascii	31	m4x3 r5.xyz, %s, c[a0.%c + %d]

0x00619560	0x219560	.data	ascii	20	m3x3 r5.xyz, %s, r8

0x00619578	0x219578	.data	ascii	20	m4x3 r3.xyz, %s, r8

0x00619590	0x219590	.data	ascii	29	mul r10, v1.%c, c[a0.x + %d]

0x006195b0	0x2195b0	.data	ascii	28	mul r9, v1.%c, c[a0.x + %d]

0x006195d0	0x2195d0	.data	ascii	28	mul r8, v1.%c, c[a0.x + %d]

0x006195f0	0x2195f0	.data	ascii	34	mad r10, v1.%c, c[a0.x + %d], r10

0x00619614	0x219614	.data	ascii	32	mad r9, v1.%c, c[a0.x + %d], r9

0x00619638	0x219638	.data	ascii	32	mad r8, v1.%c, c[a0.x + %d], r8

0x0061965c	0x21965c	.data	ascii	16	mov a0.x, v2.%c

0x00619670	0x219670	.data	ascii	30	mul r10, v1.%c, c[a0.%c + %d]

0x00619690	0x219690	.data	ascii	29	mul r9, v1.%c, c[a0.%c + %d]

0x006196b0	0x2196b0	.data	ascii	29	mul r8, v1.%c, c[a0.%c + %d]

0x006196d0	0x2196d0	.data	ascii	35	mad r10, v1.%c, c[a0.%c + %d], r10

0x006196f4	0x2196f4	.data	ascii	33	mad r9, v1.%c, c[a0.%c + %d], r9

0x00619718	0x219718	.data	ascii	33	mad r8, v1.%c, c[a0.%c + %d], r8

0x0061973c	0x21973c	.data	ascii	15	mova a0.%s, v2

0x0061974c	0x21974c	.data	ascii	30	m3x3 r5.xyz, %s, c[a0.x + %d]

0x0061976c	0x21976c	.data	ascii	30	m4x3 r3.xyz, %s, c[a0.x + %d]

0x0061978c	0x21978c	.data	ascii	16	mova a0.x, v2.x

0x006197a0	0x2197a0	.data	ascii	15	mov a0.x, v2.x

0x006197b4	0x2197b4	.data	ascii	25	mad r4, v15, c[%d].y, r4

0x006197d0	0x2197d0	.data	ascii	20	mul r4, v3, c[%d].x

0x006197ec	0x2197ec	.data	ascii	25	mad r2, v14, c[%d].y, r2

0x00619808	0x219808	.data	ascii	20	mul r2, v0, c[%d].x

0x00619820	0x219820	.data	ascii	25	mad r5, v15, c[%d].y, r5

0x0061983c	0x21983c	.data	ascii	20	mul r5, v3, c[%d].x

0x00619858	0x219858	.data	ascii	25	mad r3, v14, c[%d].y, r3

0x00619874	0x219874	.data	ascii	20	mul r3, v0, c[%d].x

0x0061988c	0x21988c	.data	ascii	25	m4x4 oPos.xyzw, v0, c[0]

0x006198b0	0x2198b0	.data	ascii	16	dcl_normal1 v15

0x006198c4	0x2198c4	.data	ascii	18	dcl_position1 v14

0x006198d8	0x2198d8	.data	ascii	19	dcl_texcoord%u v%u

0x006198ec	0x2198ec	.data	ascii	17	dcl_texcoord1 v6

0x00619900	0x219900	.data	ascii	17	dcl_texcoord0 v5

0x00619914	0x219914	.data	ascii	17	dcl_tangent0 v13

0x00619928	0x219928	.data	ascii	15	dcl_normal0 v3

0x00619938	0x219938	.data	ascii	14	dcl_color0 v4

0x00619948	0x219948	.data	ascii	21	dcl_blendindices0 v2

0x00619960	0x219960	.data	ascii	20	dcl_blendweight0 v1

0x00619978	0x219978	.data	ascii	17	dcl_position0 v0

0x0061998c	0x21998c	.data	ascii	7	vs_1_1

0x00619994	0x219994	.data	ascii	7	vs_2_0

0x0061999c	0x21999c	.data	ascii	7	vs_2_x

0x0061ac30	0x21ac30	.data	utf-16le	6	 !"#$%
0x0061ad6a	0x21ad6a	.data	utf-16le	6	%+7DP\
0x0061ada6	0x21ada6	.data	utf-16le	4	<*(0
0x0061adbe	0x21adbe	.data	utf-16le	4	-./,
0x0061adc8	0x21adc8	.data	utf-16le	14	CDEF3!289AB"GH
0x0061adec	0x21adec	.data	utf-16le	4	+:?@
0x0061ae46	0x21ae46	.data	utf-16le	12	! !(!!"#")""
0x0061ae6a	0x21ae6a	.data	utf-16le	7	 K J  #
0x0061ae86	0x21ae86	.data	utf-16le	4	&&'$
0x0061aff2	0x21aff2	.data	utf-16le	12	!!!!!!""""""
0x0061b016	0x21b016	.data	utf-16le	6	      
0x0061b026	0x21b026	.data	utf-16le	4	####
0x0061b032	0x21b032	.data	utf-16le	6	$$$$&&
0x0061b04c	0x21b04c	.data	utf-16le	4	%%%%
0x0061b098	0x21b098	.data	utf-16le	5	<(>/+
0x0061b0b0	0x21b0b0	.data	utf-16le	5	4567+
0x0061b0e0	0x21b0e0	.data	utf-16le	5	+)-))
0x0061b0fc	0x21b0fc	.data	utf-16le	4	-:)<
0x0061b106	0x21b106	.data	utf-16le	5	>?:)<
0x0061b112	0x21b112	.data	utf-16le	11	>?:)<:>?:)<
0x0061b12a	0x21b12a	.data	utf-16le	5	>?:)<
0x0061b136	0x21b136	.data	utf-16le	5	>?:)<
0x0061b142	0x21b142	.data	utf-16le	15	>?:)<)>?:<<;>?:
0x0061b476	0x21b476	.data	utf-16le	11	123456789:;
0x0061b53e	0x21b53e	.data	utf-16le	4	,/-0
0x0061b5a2	0x21b5a2	.data	utf-16le	9	` !*+,JKY
0x0061b814	0x21b814	.data	utf-16le	8	VZ;[st'<
0x0061b826	0x21b826	.data	utf-16le	5	9:78#
0x0061b832	0x21b832	.data	utf-16le	6	|{"%^_
0x0061b844	0x21b844	.data	utf-16le	24	%Thj=>H?@NA  B  C DPQRSE
0x0061b87e	0x21b87e	.data	utf-16le	8	FGbc%Ide
0x0061b898	0x21b898	.data	utf-16le	12	nX]uHvMwOx}~
0x0061b8bc	0x21b8bc	.data	utf-16le	8	gi-$ lmo
0x0061b8d2	0x21b8d2	.data	utf-16le	4	LyzI
0x0061b8ee	0x21b8ee	.data	utf-16le	11	]////////X]
0x0061b928	0x21b928	.data	utf-16le	7	0123456
0x0061ba0a	0x21ba0a	.data	utf-16le	13	             
0x0061ba60	0x21ba60	.data	utf-16le	10	++-+[-kn-)
0x0061ba76	0x21ba76	.data	utf-16le	4	&' !
0x0061ba98	0x21ba98	.data	utf-16le	31	UV.-;.,>,(),+,,.,@ABC,()G+,,,]+
0x0061bad8	0x21bad8	.data	utf-16le	24	;,,(,,+,,DE,c,=,?,,,,def
0x0061bb14	0x21bb14	.data	utf-16le	4	]Z[c
0x0061bb22	0x21bb22	.data	utf-16le	4	<uvc
0x0061bd01	0x21bd01	.data	utf-16le	7	|||||||
0x0061bf21	0x21bf21	.data	utf-16le	7	|||||||
0x0061c28c	0x21c28c	.data	utf-16le	24	!! ##%%&&$$''++(**),,,//
0x0061c2d0	0x21c2d0	.data	utf-16le	18	24445677899::;;;;;
0x0061c2f6	0x21c2f6	.data	utf-16le	94	==>?@@ABBCDEEFGGHJ33LMNNOOOOQQQQQQSSSPPPPPTUUUVVWWXXIIIII\\\\\\ZZZZZaaaaaaaeefffffgggggghhiiii
0x0061c3b8	0x21c3b8	.data	utf-16le	30	[[[[[jjjkkllmm-------nn``ooo..
0x0061c3f6	0x21c3f6	.data	utf-16le	16	RRYYYYYYpppp""<<
0x0061c418	0x21c418	.data	utf-16le	8	KKK]]]]^
0x0061c42a	0x21c42a	.data	utf-16le	4	_bcd
0x0061c69c	0x21c69c	.data	utf-16le	5	>?@AB
0x0061c6b0	0x21c6b0	.data	utf-16le	5	9:;<=
0x0061c6ec	0x21c6ec	.data	utf-16le	7	"#$+,-.
0x0061c786	0x21c786	.data	utf-16le	4	%OHI
0x0061c822	0x21c822	.data	utf-16le	4	{i_Z
0x0061c8d4	0x21c8d4	.data	utf-16le	4	sxz|
0x0061ca40	0x21ca40	.data	utf-16le	21	&'()b+,-c/01Id345LlMS
0x0061ca74	0x21ca74	.data	utf-16le	4	9:;<
0x0061ca7e	0x21ca7e	.data	utf-16le	5	BefWr
0x0061ca8a	0x21ca8a	.data	utf-16le	7	st\]}~^
0x0061d396	0x21d396	.data	utf-16le	6	*66@44
0x0061d3ec	0x21d3ec	.data	utf-16le	8	T8H2"E>E
0x0061d428	0x21d428	.data	utf-16le	4	nEE>
0x0061d440	0x21d440	.data	utf-16le	5	2DDYi
0x0061d46e	0x21d46e	.data	utf-16le	4	>>DE
0x0061d53c	0x21d53c	.data	utf-16le	4	z$66
0x0061d546	0x21d546	.data	utf-16le	5	QD6$%
0x0061d5d2	0x21d5d2	.data	utf-16le	14	mD""E$%66844$$
0x0061d696	0x21d696	.data	utf-16le	4	EUUU
0x0061d6d6	0x21d6d6	.data	utf-16le	4	_VVV
0x0061d6fc	0x21d6fc	.data	utf-16le	4	kkkk
0x0061d9f8	0x21d9f8	.data	utf-16le	4	 !"#
0x0061da92	0x21da92	.data	utf-16le	4	 !"#
0x0061e986	0x21e986	.data	utf-16le	4	 !"#
0x0061e9fc	0x21e9fc	.data	utf-16le	4	 !"#
0x0061eb7a	0x21eb7a	.data	utf-16le	4	 !"#
0x0061ebe4	0x21ebe4	.data	utf-16le	4	 !"#
0x0061ec4e	0x21ec4e	.data	utf-16le	4	 !"#
0x0061ede0	0x21ede0	.data	utf-16le	9	(){()))?,
0x0061ee28	0x21ee28	.data	utf-16le	4	'.';
0x0061ee3c	0x21ee3c	.data	utf-16le	4	[2'4
0x0061ee4c	0x21ee4c	.data	utf-16le	4	[.[]
0x0061ee56	0x21ee56	.data	utf-16le	8	2.4<B><,
0x0061ee6c	0x21ee6c	.data	utf-16le	7	I;MLMB,
0x0061ee7c	0x21ee7c	.data	utf-16le	13	t',<[;'LM;I}]
0x0061ee98	0x21ee98	.data	utf-16le	6	]`=bcd
0x0061eea8	0x21eea8	.data	utf-16le	14	g,]<|q|bcdq,gc
0x0061ef20	0x21ef20	.data	utf-16le	6	.}.,fg
0x0061ef44	0x21ef44	.data	utf-16le	5	p,B;<
0x0061ef50	0x21ef50	.data	utf-16le	4	{:;I
0x0061ef7c	0x21ef7c	.data	utf-16le	5	[]g{;
0x0061f078	0x21f078	.data	utf-16le	5	}+.-;
0x0061f0b8	0x21f0b8	.data	utf-16le	4	)]),
0x0061f11e	0x21f11e	.data	utf-16le	9	?;<=;,;<]
0x0061f142	0x21f142	.data	utf-16le	5	-:;<=
0x0061f176	0x21f176	.data	utf-16le	7	(%)!=,*
0x0061f18a	0x21f18a	.data	utf-16le	8	(/)+)-),
0x0061f19c	0x21f19c	.data	utf-16le	4	,;{=
0x0061f1b4	0x21f1b4	.data	utf-16le	5	,):;,
0x0061f1e8	0x21f1e8	.data	utf-16le	5	))(,,
0x0061f226	0x21f226	.data	utf-16le	4	([)(
0x0061f230	0x21f230	.data	utf-16le	4	{+}-
0x0061f23a	0x21f23a	.data	utf-16le	4	,)})
0x0061f248	0x21f248	.data	utf-16le	4	,)(=
0x0061f252	0x21f252	.data	utf-16le	6	;]))](
0x0061f298	0x21f298	.data	utf-16le	9	)=)));;'C
0x0061f2ae	0x21f2ae	.data	utf-16le	7	sv~|^!4
0x0061f590	0x21f590	.data	utf-16le	5	+)-{,
0x0061f672	0x21f672	.data	utf-16le	7	)*+,-./
0x0061f694	0x21f694	.data	utf-16le	6	:;<=>?
0x0061f90e	0x21f90e	.data	utf-16le	7	)*+,-./
0x0061f930	0x21f930	.data	utf-16le	6	:;<=>?
0x0061f9c2	0x21f9c2	.data	utf-16le	5	)*+,-
0x0061f9e4	0x21f9e4	.data	utf-16le	6	:;<=>?
0x00620004	0x220004	.data	utf-16le	6	*+,-./
0x00620026	0x220026	.data	utf-16le	5	;<=>?
0x0062024c	0x22024c	.data	utf-16le	5	)*+,-
0x00620258	0x220258	.data	utf-16le	4	/:;<
0x006202a0	0x2202a0	.data	utf-16le	8	]:;<)>?,
0x006202b4	0x2202b4	.data	utf-16le	4	]:;<
0x006202fc	0x2202fc	.data	utf-16le	4	]:;<
0x00620310	0x220310	.data	utf-16le	4	]:;<
0x00620358	0x220358	.data	utf-16le	4	]:;<
0x00620e1c	0x220e1c	.data	ascii	6	1.0.12
0x00620e24	0x220e24	.data	ascii	35	Unable to write international text

0x00620e48	0x220e48	.data	ascii	43	Valid palette required for paletted images

0x00620e74	0x220e74	.data	ascii	26	No IDATs written into file
0x00620e90	0x220e90	.data	ascii	67	Application must be recompiled; versions <= 1.0.6 were incompatible
0x00620ed4	0x220ed4	.data	ascii	54	Incompatible libpng version in application and library
0x00620f0c	0x220f0c	.data	ascii	10	zlib error
0x00620f18	0x220f18	.data	ascii	31	Unknown filter heuristic method
0x00621248	0x221248	.data	ascii	40	Palette size 0, hIST allocation skipped.
0x00621274	0x221274	.data	ascii	62	Width too large to process image data; rowbytes will overflow.
0x006212b4	0x2212b4	.data	ascii	29	Unknown filter method in IHDR
0x006212d4	0x2212d4	.data	ascii	34	Unknown compression method in IHDR
0x006212f8	0x2212f8	.data	ascii	32	Unknown interlace method in IHDR
0x0062131c	0x22131c	.data	ascii	48	Invalid color type/bit depth combination in IHDR
0x00621350	0x221350	.data	ascii	26	Invalid color type in IHDR
0x0062136c	0x22136c	.data	ascii	25	Invalid bit depth in IHDR
0x00621388	0x221388	.data	ascii	26	Invalid image size in IHDR
0x006213a4	0x2213a4	.data	ascii	37	Image width or height is zero in IHDR
0x006213cc	0x2213cc	.data	ascii	25	iTXt chunk not supported.
0x006213e8	0x2213e8	.data	ascii	27	Call to NULL write function
0x00621404	0x221404	.data	ascii	52	the same structure.  Resetting read_data_fn to NULL.
0x0062143c	0x22143c	.data	ascii	55	Attempted to set both read_data_fn and write_data_fn in
0x00621474	0x221474	.data	ascii	18	Unknown zlib error
0x00621488	0x221488	.data	ascii	18	zlib version error
0x0062149c	0x22149c	.data	ascii	17	zlib memory error
0x006214b0	0x2214b0	.data	ascii	5	1.1.3
0x006214b8	0x2214b8	.data	ascii	24	Missing PLTE before IDAT
0x006214d4	0x2214d4	.data	ascii	24	Missing IHDR before IDAT
0x006214f0	0x2214f0	.data	ascii	38	PNG file corrupted by ASCII conversion
0x00621518	0x221518	.data	ascii	14	Not a PNG file
0x00621528	0x221528	.data	ascii	21	Extra compressed data
0x00621540	0x221540	.data	ascii	19	Decompression error
0x00621554	0x221554	.data	ascii	21	Not enough image data
0x0062156c	0x22156c	.data	ascii	32	Invalid attempt to read row data
0x00621590	0x221590	.data	ascii	21	Too many IDAT's found
0x006215a8	0x2215a8	.data	ascii	49	Width too large for libpng to process image data.
0x006215fc	0x2215fc	.data	ascii	33	png_do_dither returned rowbytes=0
0x00621620	0x221620	.data	ascii	38	png_do_rgb_to_gray found nongray pixel
0x00621648	0x221648	.data	ascii	15	NULL row buffer
0x00621658	0x221658	.data	ascii	26	Call to NULL read function
0x00621674	0x221674	.data	ascii	49	same structure.  Resetting write_data_fn to NULL.
0x006216a8	0x2216a8	.data	ascii	64	It's an error to set both read_data_fn and write_data_fn in the 
0x006216ec	0x2216ec	.data	ascii	32	Invalid interlace type specified
0x00621710	0x221710	.data	ascii	29	Invalid filter type specified
0x00621730	0x221730	.data	ascii	34	Invalid compression type specified
0x00621754	0x221754	.data	ascii	34	Invalid image color type specified
0x00621778	0x221778	.data	ascii	32	Invalid bit depth for RGBA image
0x0062179c	0x22179c	.data	ascii	43	Invalid bit depth for grayscale+alpha image
0x006217c8	0x2217c8	.data	ascii	36	Invalid bit depth for paletted image
0x006217f0	0x2217f0	.data	ascii	31	Invalid bit depth for RGB image
0x00621810	0x221810	.data	ascii	37	Invalid bit depth for grayscale image
0x00621838	0x221838	.data	ascii	55	Ignoring request to write a PLTE chunk in grayscale PNG
0x00621870	0x221870	.data	ascii	35	Invalid number of colors in palette
0x00621894	0x221894	.data	ascii	39	Invalid sRGB rendering intent specified
0x006218bc	0x2218bc	.data	ascii	27	Empty keyword in iCCP chunk
0x006218d8	0x2218d8	.data	ascii	38	Unknown compression type in iCCP chunk
0x00621900	0x221900	.data	ascii	24	Unknown compression type
0x0062191c	0x22191c	.data	ascii	27	Empty keyword in sPLT chunk
0x00621938	0x221938	.data	ascii	28	Invalid sBIT depth specified
0x00621958	0x221958	.data	ascii	34	Invalid cHRM white point specified
0x0062197c	0x22197c	.data	ascii	32	Invalid cHRM red point specified
0x006219a0	0x2219a0	.data	ascii	34	Invalid cHRM green point specified
0x006219c4	0x2219c4	.data	ascii	33	Invalid cHRM blue point specified
0x006219e8	0x2219e8	.data	ascii	38	Can't write tRNS with an alpha channel
0x00621a10	0x221a10	.data	ascii	46	Invalid number of transparent colors specified
0x00621a40	0x221a40	.data	ascii	32	Invalid background palette index
0x00621a64	0x221a64	.data	ascii	45	Invalid number of histogram entries specified
0x00621a94	0x221a94	.data	ascii	19	zero length keyword
0x00621aa8	0x221aa8	.data	ascii	40	keyword length must be 1 - 79 characters
0x00621ad4	0x221ad4	.data	ascii	19	Zero length keyword
0x00621ae8	0x221ae8	.data	ascii	42	extra interior spaces removed from keyword
0x00621b14	0x221b14	.data	ascii	35	leading spaces removed from keyword
0x00621b38	0x221b38	.data	ascii	36	trailing spaces removed from keyword
0x00621b60	0x221b60	.data	ascii	28	invalid character in keyword
0x00621b80	0x221b80	.data	ascii	27	Empty keyword in tEXt chunk
0x00621b9c	0x221b9c	.data	ascii	27	Empty keyword in zTXt chunk
0x00621bb8	0x221bb8	.data	ascii	37	Unrecognized unit type for oFFs chunk
0x00621be0	0x221be0	.data	ascii	41	Unrecognized equation type for pCAL chunk
0x00621c0c	0x221c0c	.data	ascii	37	Unrecognized unit type for pHYs chunk
0x00621c34	0x221c34	.data	ascii	13	Out of Memory
0x00621c44	0x221c44	.data	ascii	14	Out of Memory!
0x00621c58	0x221c58	.data	ascii	15	need dictionary
0x00621c68	0x221c68	.data	ascii	20	incorrect data check
0x00621c80	0x221c80	.data	ascii	22	incorrect header check
0x00621c98	0x221c98	.data	ascii	19	invalid window size
0x00621cac	0x221cac	.data	ascii	26	unknown compression method
0x00621cc8	0x221cc8	.data	ascii	30	Error decoding compressed text
0x00621ce8	0x221ce8	.data	ascii	9	CRC error
0x00621cf4	0x221cf4	.data	ascii	29	Unknown zTXt compression type
0x00621d14	0x221d14	.data	ascii	57	Incomplete compressed datastream in chunk other than IDAT
0x00621d50	0x221d50	.data	ascii	18	Invalid IHDR chunk
0x00621d64	0x221d64	.data	ascii	17	Out of place IHDR
0x00621d78	0x221d78	.data	ascii	43	Truncating incorrect info tRNS chunk length
0x00621da4	0x221da4	.data	ascii	38	Truncating incorrect tRNS chunk length
0x00621dcc	0x221dcc	.data	ascii	21	Invalid palette chunk
